wall,env_steps,episode,return,best_percent,steps,complete,dead
3732.4,197368,518,0.079,0.1079,546,0,1
3742.8,197925,519,0.083,0.1083,557,0,1
3760.5,198916,520,0.944,0.1944,991,0,1
3776.3,199795,521,0.728,0.1728,879,0,1
3789.6,200523,522,0.431,0.1431,728,0,1
3807.3,201512,523,0.943,0.1943,989,0,1
3823.2,202392,524,0.728,0.1728,880,0,1
3839.8,203318,525,0.818,0.1818,926,0,1
3857.6,204309,526,0.947,0.1947,991,0,1
3875.3,205309,527,0.945,0.1945,1000,0,1
3884.1,205764,528,-0.097,0.0903,455,0,1
3901.8,206753,529,0.943,0.1943,989,0,1
3919.5,207743,530,0.945,0.1945,990,0,1
3930.4,208336,531,0.152,0.1152,593,0,1
3948.1,209327,532,0.945,0.1945,991,0,1
3965.8,210317,533,0.945,0.1945,990,0,1
3976.2,210865,534,0.085,0.1085,548,0,1
3993.9,211856,535,0.945,0.1945,991,0,1
4005.6,212487,536,0.244,0.1244,631,0,1
4023.3,213487,537,0.945,0.1945,1000,0,1
4041.0,214478,538,0.947,0.1947,991,0,1
4058.8,215469,539,0.945,0.1945,991,0,1
4069.1,216016,540,0.081,0.1081,547,0,1
4086.8,217007,541,0.945,0.1945,991,0,1
4097.0,217558,542,0.071,0.1071,551,0,1
4107.3,218104,543,0.081,0.1081,546,0,1
4113.2,218390,544,-0.445,0.0555,286,0,1
4121.8,218836,545,-0.114,0.0886,446,0,1
4139.5,219826,546,0.945,0.1945,990,0,1
4148.2,220282,547,-0.114,0.0886,456,0,1
4161.6,221015,548,0.441,0.1441,733,0,1
4179.3,222005,549,0.945,0.1945,990,0,1
4197.1,222996,550,0.946,0.1946,991,0,1
4213.7,223921,551,0.818,0.1818,925,0,1
4231.4,224912,552,0.947,0.1947,991,0,1
4241.8,225470,553,0.085,0.1085,558,0,1
4259.5,226462,554,0.947,0.1947,992,0,1
4271.9,227134,555,0.324,0.1324,672,0,1
4284.3,227815,556,0.324,0.1324,681,0,1
4301.0,228741,557,0.818,0.1818,926,0,1
4318.7,229731,558,0.945,0.1945,990,0,1
4336.4,230721,559,0.945,0.1945,990,0,1
4354.1,231711,560,0.945,0.1945,990,0,1
4371.8,232700,561,0.943,0.1943,989,0,1
4383.6,233331,562,0.244,0.1244,631,0,1
4397.0,234065,563,0.443,0.1443,734,0,1
4414.7,235055,564,0.944,0.1944,990,0,1
4432.4,236044,565,0.941,0.1941,989,0,1
4449.0,236979,566,0.818,0.1818,935,0,1
4466.8,237971,567,0.947,0.1947,992,0,1
4484.5,238962,568,0.947,0.1947,991,0,1
4501.1,239887,569,0.818,0.1818,925,0,1
4518.9,240880,570,0.949,0.1949,993,0,1
4535.5,241806,571,0.818,0.1818,926,0,1
4553.2,242795,572,0.941,0.1941,989,0,1
4566.6,243527,573,0.443,0.1443,732,0,1
4579.9,244249,574,0.422,0.1422,722,0,1
4590.1,244798,575,0.068,0.1068,549,0,1
4607.8,245790,576,0.947,0.1947,992,0,1
4625.5,246780,577,0.944,0.1944,990,0,1
4635.8,247322,578,0.071,0.1071,542,0,1
4653.6,248321,579,0.943,0.1943,999,0,1
4670.1,249255,580,0.818,0.1818,934,0,1
4676.6,249577,581,-0.354,0.0646,322,0,1
4682.4,249862,582,-0.447,0.0553,285,0,1
4691.1,250318,583,-0.114,0.0886,456,0,1
4702.1,250902,584,0.154,0.1154,584,0,1
4717.1,251731,585,0.63,0.163,829,0,1
4733.7,252657,586,0.818,0.1818,926,0,1
4748.3,253461,587,0.581,0.1581,804,0,1
4754.5,253767,588,-0.407,0.0593,306,0,1
4772.2,254758,589,0.947,0.1947,991,0,1
4790.0,255750,590,0.949,0.1949,992,0,1
4804.2,256528,591,0.531,0.1531,778,0,1
4821.8,257526,592,0.941,0.1941,998,0,1
4839.6,258517,593,0.947,0.1947,991,0,1
4857.3,259508,594,0.947,0.1947,991,0,1
4875.1,260499,595,0.947,0.1947,991,0,1
4892.8,261490,596,0.947,0.1947,991,0,1
4910.5,262479,597,0.941,0.1941,989,0,1
4921.4,263058,598,0.146,0.1146,579,0,1
4939.1,264047,599,0.949,0.1949,989,0,1
4956.9,265039,600,0.949,0.1949,992,0,1
4974.5,266028,601,0.941,0.1941,989,0,1
4992.2,267016,602,0.941,0.1941,988,0,1
5006.4,267794,603,0.531,0.1531,778,0,1
5023.0,268728,604,0.818,0.1818,934,0,1
5035.5,269399,605,0.324,0.1324,671,0,1
5047.0,270019,606,0.223,0.1223,620,0,1
5062.2,270863,607,0.66,0.166,844,0,1
5078.9,271798,608,0.818,0.1818,935,0,1
5096.6,272792,609,0.95,0.195,994,0,1
5114.4,273787,610,0.954,0.1954,995,0,1
5131.1,274714,611,0.82,0.182,927,0,1
5142.0,275295,612,0.148,0.1148,581,0,1
5159.7,276285,613,0.947,0.1947,990,0,1
5177.4,277274,614,0.941,0.1941,989,0,1
5193.3,278152,615,0.728,0.1728,878,0,1
5208.7,279143,616,0.949,0.1949,991,0,1
5225.4,280068,617,0.818,0.1818,925,0,1
5242.0,281002,618,0.818,0.1818,934,0,1
5259.7,281995,619,0.949,0.1949,993,0,1
5276.4,282922,620,0.822,0.1822,927,0,1
5294.1,283911,621,0.941,0.1941,989,0,1
5311.8,284901,622,0.943,0.1943,990,0,1
5329.6,285893,623,0.946,0.1946,992,0,1
5347.3,286882,624,0.941,0.1941,989,0,1
5353.1,287167,625,-0.445,0.0555,285,0,1
5369.8,288095,626,0.824,0.1824,928,0,1
5374.0,288280,627,-0.623,0.0377,185,0,1
5391.7,289279,628,0.943,0.1943,999,0,1
5402.7,289864,629,0.156,0.1156,585,0,1
5420.4,290854,630,0.943,0.1943,990,0,1
5438.1,291843,631,0.941,0.1941,989,0,1
5455.8,292834,632,0.944,0.1944,991,0,1
5473.5,293823,633,0.943,0.1943,989,0,1
5490.1,294749,634,0.818,0.1818,926,0,1
5507.8,295738,635,0.941,0.1941,989,0,1
5525.5,296726,636,0.941,0.1941,988,0,1
5543.2,297718,637,0.947,0.1947,992,0,1
5559.9,298643,638,0.818,0.1818,925,0,1
5575.7,299522,639,0.728,0.1728,879,0,1
5593.4,300521,640,0.944,0.1944,999,0,1
5611.1,301509,641,0.941,0.1941,988,0,1
5626.4,302353,642,0.66,0.166,844,0,1
5644.1,303345,643,0.946,0.1946,992,0,1
5661.8,304336,644,0.945,0.1945,991,0,1
5679.5,305325,645,0.943,0.1943,989,0,1
5697.2,306316,646,0.944,0.1944,991,0,1
5714.9,307307,647,0.944,0.1944,991,0,1
5725.8,307887,648,0.145,0.1145,580,0,1
5743.6,308880,649,0.949,0.1949,993,0,1
5756.8,309609,650,0.42,0.142,729,0,1
5774.5,310600,651,0.944,0.1944,991,0,1
5780.2,310869,652,-0.461,0.0539,269,0,1
5793.5,311606,653,0.431,0.1431,737,0,1
5806.7,312326,654,0.419,0.1419,720,0,1
5823.4,313253,655,0.82,0.182,927,0,1
5841.1,314246,656,0.949,0.1949,993,0,1
5858.8,315234,657,0.941,0.1941,988,0,1
5872.0,315955,658,0.42,0.142,721,0,1
5885.3,316685,659,0.419,0.1419,730,0,1
5896.1,317265,660,0.144,0.1144,580,0,1
5911.1,318094,661,0.63,0.163,829,0,1
5922.0,318683,662,0.144,0.1144,589,0,1
5939.6,319672,663,0.941,0.1941,989,0,1
5954.7,320501,664,0.63,0.163,829,0,1
5972.4,321495,665,0.95,0.195,994,0,1
5983.3,322074,666,0.144,0.1144,579,0,1
6001.0,323072,667,0.941,0.1941,998,0,1
6018.7,324062,668,0.944,0.1944,990,0,1
6036.4,325050,669,0.941,0.1941,988,0,1
6042.1,325316,670,-0.462,0.0538,266,0,1
6052.9,325905,671,0.144,0.1144,589,0,1
6070.6,326894,672,0.941,0.1941,989,0,1
6082.2,327514,673,0.223,0.1223,620,0,1
6099.9,328504,674,0.945,0.1945,990,0,1
6117.6,329495,675,0.945,0.1945,991,0,1
6131.3,330248,676,0.482,0.1482,753,0,1
6142.2,330837,677,0.144,0.1144,589,0,1
6159.9,331828,678,0.944,0.1944,991,0,1
6177.6,332818,679,0.944,0.1944,990,0,1
6187.9,333367,680,0.085,0.1085,549,0,1
6196.6,333823,681,-0.114,0.0886,456,0,1
6208.3,334454,682,0.244,0.1244,631,0,1
6226.0,335445,683,0.944,0.1944,991,0,1
6243.7,336434,684,0.941,0.1941,989,0,1
6253.9,336983,685,0.067,0.1067,549,0,1
6264.8,337562,686,0.144,0.1144,579,0,1
6275.6,338151,687,0.144,0.1144,589,0,1
6281.3,338429,688,-0.461,0.0539,278,0,1
6294.6,339153,689,0.424,0.1424,724,0,1
6303.3,339600,690,-0.114,0.0886,447,0,1
6319.1,340481,691,0.728,0.1728,881,0,1
6332.3,341212,692,0.42,0.142,731,0,1
6344.8,341890,693,0.335,0.1335,678,0,1
6357.3,342565,694,0.335,0.1335,675,0,1
6366.0,343021,695,-0.114,0.0886,456,0,1
6376.9,343604,696,0.151,0.1151,583,0,1
6394.6,344593,697,0.941,0.1941,989,0,1
6412.3,345594,698,0.947,0.1947,1001,0,1
6423.3,346179,699,0.154,0.1154,585,0,1
6431.9,346626,700,-0.114,0.0886,447,0,1
6449.6,347624,701,0.941,0.1941,998,0,1
6460.5,348207,702,0.15,0.115,583,0,1
6478.2,349199,703,0.949,0.1949,992,0,1
6489.1,349777,704,0.144,0.1144,578,0,1
6501.6,350465,705,0.337,0.1337,688,0,1
6519.3,351453,706,0.941,0.1941,988,0,1
6532.7,352185,707,0.441,0.1441,732,0,1
6543.0,352736,708,0.071,0.1071,551,0,1
6554.7,353365,709,0.244,0.1244,629,0,1
6565.6,353947,710,0.15,0.115,582,0,1
6583.3,354935,711,0.941,0.1941,988,0,1
6593.6,355492,712,0.083,0.1083,557,0,1
6598.0,355688,713,-0.62,0.038,196,0,1
6602.1,355864,714,-0.638,0.0362,176,0,1
6612.4,356420,715,0.081,0.1081,556,0,1
6621.3,356876,716,-0.095,0.0905,456,0,1
6631.5,357428,717,0.073,0.1073,552,0,1
6641.8,357973,718,0.079,0.1079,545,0,1
6653.5,358611,719,0.241,0.1241,638,0,1
6664.4,359190,720,0.144,0.1144,579,0,1
6667.2,359293,721,-0.8,0.02,103,0,1
6677.5,359849,722,0.081,0.1081,556,0,1
6695.2,360841,723,0.949,0.1949,992,0,1
6713.0,361830,724,0.943,0.1943,989,0,1
6723.8,362410,725,0.144,0.1144,580,0,1
6735.4,363033,726,0.229,0.1229,623,0,1
6746.2,363622,727,0.145,0.1145,589,0,1
6756.6,364170,728,0.083,0.1083,548,0,1
6766.8,364719,729,0.068,0.1068,549,0,1
6784.4,365708,730,0.941,0.1941,989,0,1
6795.3,366288,731,0.144,0.1144,580,0,1
6806.2,366877,732,0.144,0.1144,589,0,1
6823.9,367865,733,0.941,0.1941,988,0,1
6829.5,368133,734,-0.462,0.0538,268,0,1
6840.5,368724,735,0.148,0.1148,591,0,1
6851.4,369307,736,0.152,0.1152,583,0,1
6869.1,370295,737,0.941,0.1941,988,0,1
6886.8,371287,738,0.947,0.1947,992,0,1
6897.7,371876,739,0.144,0.1144,589,0,1
6908.6,372456,740,0.144,0.1144,580,0,1
6926.2,373444,741,0.941,0.1941,988,0,1
6941.5,374287,742,0.66,0.166,843,0,1
6959.2,375283,743,0.941,0.1941,996,0,1
6976.9,376272,744,0.941,0.1941,989,0,1
6990.2,376999,745,0.43,0.143,727,0,1
6992.9,377097,746,-0.81,0.019,98,0,1
6998.6,377370,747,-0.452,0.0548,273,0,1
7016.5,378369,748,0.947,0.1947,999,0,1
7034.0,379367,749,0.941,0.1941,998,0,1
7044.2,379907,750,0.068,0.1068,540,0,1
7062.0,380898,751,0.947,0.1947,991,0,1
7072.3,381446,752,0.083,0.1083,548,0,1
7083.2,382038,753,0.15,0.115,592,0,1
7100.9,383027,754,0.943,0.1943,989,0,1
7118.6,384019,755,0.947,0.1947,992,0,1
7134.5,384897,756,0.728,0.1728,878,0,1
7146.9,385569,757,0.324,0.1324,672,0,1
7164.6,386561,758,0.945,0.1945,992,0,1
7178.0,387300,759,0.435,0.1435,739,0,1
7188.8,387879,760,0.144,0.1144,579,0,1
7206.6,388871,761,0.947,0.1947,992,0,1
7224.3,389860,762,0.941,0.1941,989,0,1
7234.6,390418,763,0.085,0.1085,558,0,1
7252.3,391407,764,0.941,0.1941,989,0,1
7270.1,392400,765,0.949,0.1949,993,0,1
7285.3,393244,766,0.66,0.166,844,0,1
7303.0,394233,767,0.941,0.1941,989,0,1
7313.2,394773,768,0.068,0.1068,540,0,1
7329.1,395661,769,0.728,0.1728,888,0,1
7346.7,396650,770,0.941,0.1941,989,0,1
7360.1,397382,771,0.439,0.1439,732,0,1
7377.8,398374,772,0.947,0.1947,992,0,1
7395.6,399365,773,0.947,0.1947,991,0,1
7413.3,400353,774,0.941,0.1941,988,0,1
7431.0,401344,775,0.947,0.1947,991,0,1
7448.7,402336,776,0.947,0.1947,992,0,1
7466.5,403326,777,0.947,0.1947,990,0,1
7484.2,404314,778,0.941,0.1941,988,0,1
7501.9,405305,779,0.947,0.1947,991,0,1
7507.5,405582,780,-0.462,0.0538,277,0,1
7525.2,406570,781,0.941,0.1941,988,0,1
7542.9,407562,782,0.947,0.1947,992,0,1
7560.7,408551,783,0.947,0.1947,989,0,1
7571.0,409094,784,0.076,0.1076,543,0,1
7588.6,410092,785,0.941,0.1941,998,0,1
7606.3,411079,786,0.941,0.1941,987,0,1
7624.1,412070,787,0.947,0.1947,991,0,1
7641.8,413062,788,0.949,0.1949,992,0,1
7659.5,414050,789,0.941,0.1941,988,0,1
7677.2,415042,790,0.947,0.1947,992,0,1
7682.9,415310,791,-0.462,0.0538,268,0,1
7700.6,416303,792,0.949,0.1949,993,0,1
7718.3,417292,793,0.941,0.1941,989,0,1
7736.0,418293,794,0.947,0.1947,1001,0,1
7753.8,419285,795,0.947,0.1947,992,0,1
7771.5,420273,796,0.941,0.1941,988,0,1
7789.2,421265,797,0.948,0.1948,992,0,1
7806.9,422253,798,0.941,0.1941,988,0,1
7817.8,422833,799,0.144,0.1144,580,0,1
7835.5,423822,800,0.941,0.1941,989,0,1
7853.2,424810,801,0.941,0.1941,988,0,1
7870.9,425801,802,0.947,0.1947,991,0,1
7881.2,426356,803,0.079,0.1079,555,0,1
7884.0,426460,804,-0.798,0.0202,104,0,1
7901.7,427452,805,0.947,0.1947,992,0,1
7919.4,428440,806,0.941,0.1941,988,0,1
7937.1,429431,807,0.947,0.1947,991,0,1
7954.9,430423,808,0.949,0.1949,992,0,1
7965.7,431003,809,0.144,0.1144,580,0,1
7983.5,431996,810,0.949,0.1949,993,0,1
7996.0,432672,811,0.331,0.1331,676,0,1
8013.7,433665,812,0.945,0.1945,993,0,1
8028.7,434503,813,0.63,0.163,838,0,1
8046.4,435494,814,0.947,0.1947,991,0,1
8058.9,436168,815,0.327,0.1327,674,0,1
8076.6,437159,816,0.945,0.1945,991,0,1
8088.2,437783,817,0.233,0.1233,624,0,1
8105.9,438781,818,0.941,0.1941,998,0,1
8123.6,439773,819,0.947,0.1947,992,0,1
8141.4,440766,820,0.949,0.1949,993,0,1
8154.6,441486,821,0.418,0.1418,720,0,1
8172.3,442478,822,0.947,0.1947,992,0,1
8185.7,443206,823,0.431,0.1431,728,0,1
8203.4,444198,824,0.947,0.1947,992,0,1
8221.1,445189,825,0.945,0.1945,991,0,1
8238.8,446177,826,0.941,0.1941,988,0,1
8256.5,447169,827,0.948,0.1948,992,0,1
8274.3,448159,828,0.945,0.1945,990,0,1
8292.0,449152,829,0.948,0.1948,993,0,1
8309.7,450140,830,0.941,0.1941,988,0,1
8322.1,450821,831,0.324,0.1324,681,0,1
8339.8,451810,832,0.941,0.1941,989,0,1
8357.5,452799,833,0.941,0.1941,989,0,1
8375.2,453788,834,0.941,0.1941,989,0,1
8392.9,454780,835,0.947,0.1947,992,0,1
8410.6,455770,836,0.945,0.1945,990,0,1
8428.3,456758,837,0.941,0.1941,988,0,1
8446.0,457747,838,0.941,0.1941,989,0,1
8463.7,458740,839,0.948,0.1948,993,0,1
8481.4,459729,840,0.941,0.1941,989,0,1
8492.4,460313,841,0.154,0.1154,584,0,1
8510.2,461313,842,0.948,0.1948,1000,0,1
8527.9,462315,843,0.948,0.1948,1002,0,1
8545.6,463306,844,0.945,0.1945,991,0,1
8563.3,464299,845,0.948,0.1948,993,0,1
8581.0,465287,846,0.943,0.1943,988,0,1
8598.8,466278,847,0.947,0.1947,991,0,1
8616.4,467266,848,0.941,0.1941,988,0,1
8634.2,468258,849,0.947,0.1947,992,0,1
8651.8,469246,850,0.941,0.1941,988,0,1
8669.6,470236,851,0.945,0.1945,990,0,1
8687.3,471228,852,0.948,0.1948,992,0,1
8705.0,472217,853,0.941,0.1941,989,0,1
8722.7,473207,854,0.945,0.1945,990,0,1
8740.4,474195,855,0.941,0.1941,988,0,1
8758.1,475183,856,0.941,0.1941,988,0,1
8775.8,476172,857,0.941,0.1941,989,0,1
8788.3,476851,858,0.337,0.1337,679,0,1
8805.9,477839,859,0.941,0.1941,988,0,1
8821.9,478721,860,0.728,0.1728,882,0,1
8839.5,479719,861,0.941,0.1941,998,0,1
8857.2,480708,862,0.941,0.1941,989,0,1
8874.9,481699,863,0.945,0.1945,991,0,1
8892.5,482687,864,0.941,0.1941,988,0,1
8910.2,483676,865,0.941,0.1941,989,0,1
8927.9,484664,866,0.941,0.1941,988,0,1
8945.6,485654,867,0.945,0.1945,990,0,1
8963.3,486643,868,0.941,0.1941,989,0,1
8981.0,487632,869,0.941,0.1941,989,0,1
8998.7,488619,870,0.941,0.1941,987,0,1
9016.4,489608,871,0.941,0.1941,989,0,1
9034.1,490597,872,0.941,0.1941,989,0,1
9051.7,491585,873,0.941,0.1941,988,0,1
9069.4,492574,874,0.941,0.1941,989,0,1
9087.1,493562,875,0.941,0.1941,988,0,1
9104.8,494551,876,0.941,0.1941,989,0,1
9115.7,495131,877,0.144,0.1144,580,0,1
9133.5,496129,878,0.941,0.1941,998,0,1
9151.0,497127,879,0.941,0.1941,998,0,1
9168.7,498116,880,0.941,0.1941,989,0,1
9183.8,498944,881,0.63,0.163,828,0,1
9201.5,499936,882,0.947,0.1947,992,0,1
9207.6,500232,883,-0.407,0.0593,296,0,1
9225.3,501231,884,0.943,0.1943,999,0,1
9243.1,502222,885,0.947,0.1947,991,0,1
9256.3,502943,886,0.42,0.142,721,0,1
9274.0,503934,887,0.947,0.1947,991,0,1
9291.7,504923,888,0.941,0.1941,989,0,1
9309.4,505915,889,0.947,0.1947,992,0,1
9327.1,506904,890,0.941,0.1941,989,0,1
9344.8,507895,891,0.947,0.1947,991,0,1
9362.6,508886,892,0.947,0.1947,991,0,1
9380.3,509875,893,0.941,0.1941,989,0,1
9398.0,510866,894,0.947,0.1947,991,0,1
9415.7,511857,895,0.947,0.1947,991,0,1
9433.5,512847,896,0.944,0.1944,990,0,1
9451.2,513838,897,0.947,0.1947,991,0,1
9468.9,514831,898,0.949,0.1949,993,0,1
9486.6,515820,899,0.941,0.1941,989,0,1
9497.5,516409,900,0.144,0.1144,589,0,1
9515.2,517398,901,0.941,0.1941,989,0,1
9532.9,518390,902,0.947,0.1947,992,0,1
9538.6,518657,903,-0.462,0.0538,267,0,1
9556.3,519658,904,0.947,0.1947,1001,0,1
9574.1,520651,905,0.949,0.1949,993,0,1
9591.8,521643,906,0.947,0.1947,992,0,1
9594.5,521732,907,-0.81,0.019,89,0,1
9612.2,522733,908,0.949,0.1949,1001,0,1
9629.9,523725,909,0.947,0.1947,992,0,1
9647.7,524716,910,0.947,0.1947,991,0,1
9650.3,524804,911,-0.81,0.019,88,0,1
9668.1,525806,912,0.949,0.1949,1002,0,1
9685.9,526797,913,0.947,0.1947,991,0,1
9703.5,527785,914,0.941,0.1941,988,0,1
9706.2,527874,915,-0.81,0.019,89,0,1
9717.1,528463,916,0.144,0.1144,589,0,1
9725.9,528922,917,-0.09,0.091,459,0,1
9743.6,529920,918,0.941,0.1941,998,0,1
9761.4,530911,919,0.947,0.1947,991,0,1
9779.1,531903,920,0.949,0.1949,992,0,1
9796.9,532895,921,0.947,0.1947,992,0,1
9814.6,533886,922,0.947,0.1947,991,0,1
9832.3,534878,923,0.947,0.1947,992,0,1
9836.6,535065,924,-0.618,0.0382,187,0,1
9854.3,536063,925,0.941,0.1941,998,0,1
9865.2,536642,926,0.144,0.1144,579,0,1
9873.9,537089,927,-0.114,0.0886,447,0,1
9882.5,537545,928,-0.114,0.0886,456,0,1
9900.2,538533,929,0.941,0.1941,988,0,1
9911.1,539123,930,0.146,0.1146,590,0,1
9928.8,540112,931,0.941,0.1941,989,0,1
9944.6,540991,932,0.728,0.1728,879,0,1
9962.3,541981,933,0.943,0.1943,990,0,1
9971.0,542427,934,-0.114,0.0886,446,0,1
9986.2,543271,935,0.66,0.166,844,0,1
10003.9,544263,936,0.947,0.1947,992,0,1
10021.6,545262,937,0.943,0.1943,999,0,1
10039.4,546252,938,0.945,0.1945,990,0,1
10057.0,547241,939,0.941,0.1941,989,0,1
10059.7,547330,940,-0.81,0.019,89,0,1
10076.4,548265,941,0.818,0.1818,935,0,1
10079.1,548354,942,-0.81,0.019,89,0,1
10096.8,549356,943,0.949,0.1949,1002,0,1
10114.5,550346,944,0.943,0.1943,990,0,1
10132.3,551337,945,0.947,0.1947,991,0,1
10134.9,551426,946,-0.81,0.019,89,0,1
10152.6,552427,947,0.947,0.1947,1001,0,1
10170.3,553415,948,0.941,0.1941,988,0,1
10188.0,554404,949,0.941,0.1941,989,0,1
10205.7,555393,950,0.941,0.1941,989,0,1
10223.4,556381,951,0.941,0.1941,988,0,1
10238.6,557223,952,0.66,0.166,842,0,1
10256.3,558211,953,0.941,0.1941,988,0,1
10274.0,559200,954,0.941,0.1941,989,0,1
10291.7,560189,955,0.941,0.1941,989,0,1
10309.4,561178,956,0.941,0.1941,989,0,1
10327.0,562165,957,0.941,0.1941,987,0,1
10342.9,563044,958,0.728,0.1728,879,0,1
10360.6,564035,959,0.944,0.1944,991,0,1
10378.3,565024,960,0.941,0.1941,989,0,1
10393.3,565853,961,0.63,0.163,829,0,1
10411.0,566840,962,0.941,0.1941,987,0,1
10428.8,567833,963,0.949,0.1949,993,0,1
10446.5,568830,964,0.941,0.1941,997,0,1
10464.2,569820,965,0.945,0.1945,990,0,1
10481.9,570812,966,0.947,0.1947,992,0,1
10484.7,570907,967,-0.798,0.0202,95,0,1
10502.5,571905,968,0.941,0.1941,998,0,1
10520.1,572903,969,0.941,0.1941,998,0,1
10537.8,573897,970,0.951,0.1951,994,0,1
10555.6,574890,971,0.949,0.1949,993,0,1
10573.3,575882,972,0.947,0.1947,992,0,1
10586.6,576609,973,0.43,0.143,727,0,1
10603.3,577536,974,0.82,0.182,927,0,1
10613.5,578078,975,0.071,0.1071,542,0,1
10630.2,579012,976,0.818,0.1818,934,0,1
10643.5,579739,977,0.431,0.1431,727,0,1
10660.1,580665,978,0.818,0.1818,926,0,1
10677.8,581657,979,0.947,0.1947,992,0,1
10695.5,582646,980,0.943,0.1943,989,0,1
10713.2,583635,981,0.943,0.1943,989,0,1
10724.1,584215,982,0.144,0.1144,580,0,1
10741.8,585216,983,0.946,0.1946,1001,0,1
10759.6,586207,984,0.947,0.1947,991,0,1
10777.3,587196,985,0.941,0.1941,989,0,1
10795.0,588189,986,0.949,0.1949,993,0,1
10811.7,589115,987,0.818,0.1818,926,0,1
10829.4,590106,988,0.947,0.1947,991,0,1
10847.1,591099,989,0.949,0.1949,993,0,1
10864.9,592091,990,0.947,0.1947,992,0,1
10882.6,593081,991,0.943,0.1943,990,0,1
10900.3,594070,992,0.941,0.1941,989,0,1
10917.9,595059,993,0.941,0.1941,989,0,1
10935.6,596048,994,0.941,0.1941,989,0,1
10953.3,597037,995,0.941,0.1941,989,0,1
10971.0,598026,996,0.941,0.1941,989,0,1
10988.6,599015,997,0.941,0.1941,989,0,1
10998.9,599560,998,0.076,0.1076,545,0,1
11004.7,599843,999,-0.452,0.0548,283,0,1
11022.4,600831,1000,0.941,0.1941,988,0,1
11039.0,601757,1001,0.818,0.1818,926,0,1
11056.7,602746,1002,0.941,0.1941,989,0,1
11074.4,603735,1003,0.941,0.1941,989,0,1
11091.0,604672,1004,0.822,0.1822,937,0,1
11108.7,605660,1005,0.941,0.1941,988,0,1
11122.1,606391,1006,0.437,0.1437,731,0,1
11137.4,607234,1007,0.66,0.166,843,0,1
11152.4,608062,1008,0.63,0.163,828,0,1
11170.1,609049,1009,0.941,0.1941,987,0,1
11187.9,610045,1010,0.956,0.1956,996,0,1
11205.6,611033,1011,0.941,0.1941,988,0,1
11223.5,612033,1012,0.963,0.1963,1000,0,1
11241.2,613023,1013,0.944,0.1944,990,0,1
11259.0,614021,1014,0.958,0.1958,998,0,1
11277.0,615027,1015,0.973,0.1973,1006,0,1
11294.7,616016,1016,0.941,0.1941,989,0,1
11312.4,617009,1017,0.949,0.1949,993,0,1
11330.1,617998,1018,0.941,0.1941,989,0,1
11347.9,618999,1019,0.947,0.1947,1001,0,1
11365.6,619989,1020,0.945,0.1945,990,0,1
11383.3,620982,1021,0.949,0.1949,993,0,1
11401.4,621990,1022,0.977,0.1977,1008,0,1
11419.3,622997,1023,0.975,0.1975,1007,0,1
11434.3,623824,1024,0.63,0.163,827,0,1
11445.2,624404,1025,0.144,0.1144,580,0,1
11465.6,625553,1026,1.253,0.2253,1149,0,1
11483.6,626558,1027,0.973,0.1973,1005,0,1
11501.2,627547,1028,0.941,0.1941,989,0,1
11512.1,628136,1029,0.144,0.1144,589,0,1
11529.8,629125,1030,0.941,0.1941,989,0,1
11535.5,629394,1031,-0.459,0.0541,269,0,1
11546.3,629983,1032,0.144,0.1144,589,0,1
11564.1,630974,1033,0.947,0.1947,991,0,1
11581.8,631963,1034,0.941,0.1941,989,0,1
11584.5,632066,1035,-0.8,0.02,103,0,1
11594.9,632611,1036,0.079,0.1079,545,0,1
11612.6,633600,1037,0.941,0.1941,989,0,1
11634.5,634845,1038,1.439,0.2439,1245,0,1
11652.2,635835,1039,0.943,0.1943,990,0,1
11663.1,636417,1040,0.144,0.1144,582,0,1
11673.4,636974,1041,0.083,0.1083,557,0,1
11683.8,637522,1042,0.085,0.1085,548,0,1
11701.5,638513,1043,0.947,0.1947,991,0,1
11723.5,639761,1044,1.444,0.2444,1248,0,1
11741.8,640790,1045,1.019,0.2019,1029,0,1
11758.5,641718,1046,0.824,0.1824,928,0,1
11777.4,642776,1047,1.074,0.2074,1058,0,1
11797.7,643927,1048,1.254,0.2254,1151,0,1
11815.8,644937,1049,0.981,0.1981,1010,0,1
11831.7,645815,1050,0.728,0.1728,878,0,1
11852.1,646966,1051,1.255,0.2255,1151,0,1
11865.4,647694,1052,0.431,0.1431,728,0,1
11885.7,648845,1053,1.255,0.2255,1151,0,1
11901.7,649729,1054,0.728,0.1728,884,0,1
11922.6,650919,1055,1.334,0.2334,1190,0,1
11940.4,651913,1056,0.95,0.195,994,0,1
11961.4,653104,1057,1.334,0.2334,1191,0,1
11982.5,654295,1058,1.334,0.2334,1191,0,1
12004.5,655544,1059,1.446,0.2446,1249,0,1
12020.3,656423,1060,0.728,0.1728,879,0,1
12042.3,657666,1061,1.437,0.2437,1243,0,1
12063.3,658857,1062,1.334,0.2334,1191,0,1
12066.0,658946,1063,-0.81,0.019,89,0,1
12076.8,659535,1064,0.144,0.1144,589,0,1
12098.8,660779,1065,1.439,0.2439,1244,0,1
12118.9,661912,1066,1.221,0.2221,1133,0,1
12136.6,662904,1067,0.946,0.1946,992,0,1
12157.7,664090,1068,1.341,0.2341,1186,0,1
12179.7,665336,1069,1.44,0.244,1246,0,1
12200.7,666527,1070,1.334,0.2334,1191,0,1
12206.5,666811,1071,-0.45,0.055,284,0,1
