wall,env_steps,episode,return,best_percent,steps,complete,dead
558.7,33042,127,-0.635,0.0365,188,0,1
561.5,33147,128,-0.797,0.0203,105,0,1
565.8,33334,129,-0.618,0.0382,187,0,1
571.5,33611,130,-0.462,0.0538,277,0,1
575.7,33802,131,-0.63,0.037,191,0,1
580.0,33997,132,-0.622,0.0378,195,0,1
584.4,34194,133,-0.618,0.0382,197,0,1
588.7,34380,134,-0.62,0.038,186,0,1
592.9,34571,135,-0.63,0.037,191,0,1
597.1,34762,136,-0.63,0.037,191,0,1
599.9,34867,137,-0.797,0.0203,105,0,1
604.3,35064,138,-0.618,0.0382,197,0,1
608.5,35255,139,-0.63,0.037,191,0,1
612.7,35433,140,-0.637,0.0363,178,0,1
618.3,35711,141,-0.46,0.054,278,0,1
621.1,35816,142,-0.797,0.0203,105,0,1
626.9,36101,143,-0.447,0.0553,285,0,1
637.2,36647,144,0.079,0.1079,546,0,1
646.1,37114,145,-0.093,0.0907,467,0,1
650.3,37305,146,-0.629,0.0371,191,0,1
656.1,37578,147,-0.453,0.0547,273,0,1
660.3,37769,148,-0.629,0.0371,191,0,1
666.0,38047,149,-0.46,0.054,278,0,1
670.2,38232,150,-0.641,0.0359,185,0,1
674.4,38417,151,-0.623,0.0377,185,0,1
678.6,38604,152,-0.637,0.0363,187,0,1
682.8,38793,153,-0.633,0.0367,189,0,1
685.6,38897,154,-0.799,0.0201,104,0,1
689.7,39082,155,-0.641,0.0359,185,0,1
694.0,39277,156,-0.622,0.0378,195,0,1
696.8,39382,157,-0.797,0.0203,105,0,1
702.5,39653,158,-0.456,0.0544,271,0,1
706.7,39840,159,-0.637,0.0363,187,0,1
710.8,40025,160,-0.641,0.0359,185,0,1
715.0,40211,161,-0.639,0.0361,186,0,1
717.7,40315,162,-0.798,0.0202,104,0,1
722.0,40501,163,-0.622,0.0378,186,0,1
727.7,40778,164,-0.462,0.0538,277,0,1
730.5,40881,165,-0.801,0.0199,103,0,1
734.7,41071,166,-0.631,0.0369,190,0,1
738.8,41258,167,-0.637,0.0363,187,0,1
741.6,41362,168,-0.799,0.0201,104,0,1
745.9,41547,169,-0.622,0.0378,185,0,1
751.6,41824,170,-0.462,0.0538,277,0,1
755.7,42009,171,-0.641,0.0359,185,0,1
759.8,42194,172,-0.641,0.0359,185,0,1
762.6,42299,173,-0.797,0.0203,105,0,1
768.3,42565,174,-0.462,0.0538,266,0,1
774.0,42845,175,-0.457,0.0543,280,0,1
784.3,43396,176,0.071,0.1071,551,0,1
788.5,43581,177,-0.624,0.0376,185,0,1
794.2,43859,178,-0.461,0.0539,278,0,1
798.4,44046,179,-0.637,0.0363,187,0,1
804.1,44329,180,-0.451,0.0549,283,0,1
808.3,44517,181,-0.635,0.0365,188,0,1
811.0,44607,182,-0.809,0.0191,90,0,1
816.8,44889,183,-0.453,0.0547,282,0,1
820.9,45077,184,-0.635,0.0365,188,0,1
825.2,45271,185,-0.624,0.0376,194,0,1
829.5,45463,186,-0.628,0.0372,192,0,1
833.8,45648,187,-0.624,0.0376,185,0,1
839.6,45932,188,-0.449,0.0551,284,0,1
845.3,46216,189,-0.449,0.0551,284,0,1
849.6,46411,190,-0.622,0.0378,195,0,1
855.3,46680,191,-0.459,0.0541,269,0,1
858.0,46778,192,-0.81,0.019,98,0,1
862.2,46963,193,-0.641,0.0359,185,0,1
864.9,47068,194,-0.797,0.0203,105,0,1
869.3,47265,195,-0.618,0.0382,197,0,1
875.0,47545,196,-0.457,0.0543,280,0,1
877.8,47639,197,-0.798,0.0202,94,0,1
883.5,47921,198,-0.453,0.0547,282,0,1
887.7,48112,199,-0.63,0.037,191,0,1
892.0,48302,200,-0.631,0.0369,190,0,1
896.1,48489,201,-0.637,0.0363,187,0,1
901.8,48759,202,-0.459,0.0541,270,0,1
906.1,48954,203,-0.622,0.0378,195,0,1
910.3,49141,204,-0.637,0.0363,187,0,1
916.0,49424,205,-0.451,0.0549,283,0,1
920.3,49615,206,-0.63,0.037,191,0,1
926.1,49890,207,-0.45,0.055,275,0,1
928.8,49994,208,-0.799,0.0201,104,0,1
934.5,50274,209,-0.456,0.0544,280,0,1
943.2,50721,210,-0.114,0.0886,447,0,1
947.4,50914,211,-0.625,0.0375,193,0,1
950.2,51019,212,-0.797,0.0203,105,0,1
956.0,51305,213,-0.445,0.0555,286,0,1
961.7,51582,214,-0.462,0.0538,277,0,1
972.0,52126,215,0.075,0.1075,544,0,1
976.1,52311,216,-0.641,0.0359,185,0,1
981.7,52588,217,-0.462,0.0538,277,0,1
987.5,52863,218,-0.449,0.0551,275,0,1
990.3,52967,219,-0.798,0.0202,104,0,1
994.6,53162,220,-0.622,0.0378,195,0,1
1000.3,53443,221,-0.455,0.0545,281,0,1
1003.1,53548,222,-0.797,0.0203,105,0,1
1013.4,54093,223,0.077,0.1077,545,0,1
1019.1,54376,224,-0.451,0.0549,283,0,1
1024.9,54660,225,-0.448,0.0552,284,0,1
1031.1,54956,226,-0.407,0.0593,296,0,1
1036.9,55241,227,-0.447,0.0553,285,0,1
1042.5,55518,228,-0.462,0.0538,277,0,1
1054.3,56148,229,0.244,0.1244,630,0,1
1060.0,56433,230,-0.447,0.0553,285,0,1
1065.8,56713,231,-0.457,0.0543,280,0,1
1070.0,56896,232,-0.626,0.0374,183,0,1
1074.3,57086,233,-0.631,0.0369,190,0,1
1080.0,57368,234,-0.453,0.0547,282,0,1
1090.3,57914,235,0.081,0.1081,546,0,1
1100.5,58463,236,0.068,0.1068,549,0,1
1106.3,58748,237,-0.447,0.0553,285,0,1
1112.9,59071,238,-0.354,0.0646,323,0,1
1118.6,59348,239,-0.462,0.0538,277,0,1
1124.2,59625,240,-0.462,0.0538,277,0,1
1130.1,59905,241,-0.449,0.0551,280,0,1
1135.8,60188,242,-0.451,0.0549,283,0,1
1141.6,60474,243,-0.445,0.0555,286,0,1
1147.3,60759,244,-0.447,0.0553,285,0,1
1153.1,61029,245,-0.457,0.0543,270,0,1
1158.9,61314,246,-0.447,0.0553,285,0,1
1167.7,61781,247,-0.093,0.0907,467,0,1
1173.5,62057,248,-0.447,0.0553,276,0,1
1176.3,62161,249,-0.799,0.0201,104,0,1
1182.1,62447,250,-0.445,0.0555,286,0,1
1186.3,62638,251,-0.63,0.037,191,0,1
1192.1,62920,252,-0.453,0.0547,282,0,1
1197.8,63190,253,-0.459,0.0541,270,0,1
1203.5,63471,254,-0.455,0.0545,281,0,1
1209.3,63754,255,-0.451,0.0549,283,0,1
1215.0,64025,256,-0.455,0.0545,271,0,1
1220.8,64309,257,-0.449,0.0551,284,0,1
1231.1,64866,258,0.082,0.1082,557,0,1
1235.3,65046,259,-0.631,0.0369,180,0,1
1241.0,65326,260,-0.456,0.0544,280,0,1
1246.8,65608,261,-0.453,0.0547,282,0,1
1249.5,65712,262,-0.799,0.0201,104,0,1
1253.7,65899,263,-0.637,0.0363,187,0,1
1259.5,66175,264,-0.448,0.0552,276,0,1
1265.2,66456,265,-0.455,0.0545,281,0,1
1270.9,66735,266,-0.458,0.0542,279,0,1
1275.2,66929,267,-0.624,0.0376,194,0,1
1279.4,67107,268,-0.638,0.0362,178,0,1
1285.2,67392,269,-0.447,0.0553,285,0,1
1289.5,67588,270,-0.62,0.038,196,0,1
1295.3,67871,271,-0.451,0.0549,283,0,1
1299.6,68067,272,-0.62,0.038,196,0,1
1305.2,68336,273,-0.461,0.0539,269,0,1
1310.9,68616,274,-0.456,0.0544,280,0,1
1316.7,68900,275,-0.45,0.055,284,0,1
1322.5,69172,276,-0.455,0.0545,272,0,1
1328.2,69456,277,-0.449,0.0551,284,0,1
1334.0,69741,278,-0.447,0.0553,285,0,1
1336.7,69839,279,-0.81,0.019,98,0,1
1342.4,70119,280,-0.456,0.0544,280,0,1
1346.5,70295,281,-0.641,0.0359,176,0,1
1352.3,70578,282,-0.452,0.0548,283,0,1
1358.5,70884,283,-0.407,0.0593,306,0,1
1364.4,71169,284,-0.447,0.0553,285,0,1
1370.0,71450,285,-0.455,0.0545,281,0,1
1375.8,71735,286,-0.447,0.0553,285,0,1
1381.5,72018,287,-0.451,0.0549,283,0,1
1385.7,72194,288,-0.641,0.0359,176,0,1
1395.9,72747,289,0.075,0.1075,553,0,1
1404.6,73203,290,-0.114,0.0886,456,0,1
1414.9,73750,291,0.081,0.1081,547,0,1
1420.7,74034,292,-0.449,0.0551,284,0,1
1429.3,74481,293,-0.114,0.0886,447,0,1
1435.0,74759,294,-0.461,0.0539,278,0,1
1440.8,75045,295,-0.445,0.0555,286,0,1
1451.7,75625,296,0.144,0.1144,580,0,1
1457.4,75905,297,-0.457,0.0543,280,0,1
1463.1,76185,298,-0.457,0.0543,280,0,1
1468.9,76461,299,-0.447,0.0553,276,0,1
1474.7,76745,300,-0.449,0.0551,284,0,1
1480.4,77026,301,-0.455,0.0545,281,0,1
1486.2,77307,302,-0.455,0.0545,281,0,1
1491.9,77579,303,-0.453,0.0547,272,0,1
1497.7,77863,304,-0.449,0.0551,284,0,1
1503.4,78142,305,-0.459,0.0541,279,0,1
1509.2,78419,306,-0.445,0.0555,277,0,1
1515.0,78703,307,-0.449,0.0551,284,0,1
1520.7,78987,308,-0.449,0.0551,284,0,1
1526.6,79272,309,-0.447,0.0553,285,0,1
1532.4,79549,310,-0.445,0.0555,277,0,1
1538.2,79833,311,-0.449,0.0551,284,0,1
1544.0,80119,312,-0.445,0.0555,286,0,1
1554.3,80665,313,0.079,0.1079,546,0,1
1564.6,81221,314,0.081,0.1081,556,0,1
1570.3,81489,315,-0.461,0.0539,268,0,1
1576.4,81795,316,-0.407,0.0593,306,0,1
1582.2,82079,317,-0.449,0.0551,284,0,1
1588.0,82365,318,-0.445,0.0555,286,0,1
1593.8,82642,319,-0.445,0.0555,277,0,1
1599.6,82926,320,-0.45,0.055,284,0,1
1603.7,83112,321,-0.637,0.0363,186,0,1
1609.6,83398,322,-0.445,0.0555,286,0,1
1615.3,83668,323,-0.457,0.0543,270,0,1
1626.2,84257,324,0.144,0.1144,589,0,1
1631.9,84527,325,-0.459,0.0541,270,0,1
1642.2,85085,326,0.085,0.1085,558,0,1
1648.0,85369,327,-0.449,0.0551,284,0,1
1658.2,85910,328,0.07,0.107,541,0,1
1668.4,86459,329,0.067,0.1067,549,0,1
1679.3,87039,330,0.144,0.1144,580,0,1
1689.5,87579,331,0.07,0.107,540,0,1
1696.1,87911,332,-0.354,0.0646,332,0,1
1706.4,88468,333,0.083,0.1083,557,0,1
1716.7,89016,334,0.085,0.1085,548,0,1
1722.4,89293,335,-0.462,0.0538,277,0,1
1731.3,89751,336,-0.093,0.0907,458,0,1
1737.0,90035,337,-0.449,0.0551,284,0,1
1742.7,90314,338,-0.459,0.0541,279,0,1
1748.4,90592,339,-0.461,0.0539,278,0,1
1754.2,90868,340,-0.445,0.0555,276,0,1
1760.0,91150,341,-0.453,0.0547,282,0,1
1765.6,91427,342,-0.462,0.0538,277,0,1
1771.3,91696,343,-0.461,0.0539,269,0,1
1777.1,91977,344,-0.455,0.0545,281,0,1
1782.9,92263,345,-0.445,0.0555,286,0,1
1787.1,92455,346,-0.628,0.0372,192,0,1
1793.0,92731,347,-0.445,0.0555,276,0,1
1798.6,93008,348,-0.462,0.0538,277,0,1
1804.4,93291,349,-0.451,0.0549,283,0,1
1814.8,93840,350,0.085,0.1085,549,0,1
1825.1,94396,351,0.081,0.1081,556,0,1
1830.9,94679,352,-0.451,0.0549,283,0,1
1841.1,95224,353,0.077,0.1077,545,0,1
1846.9,95509,354,-0.447,0.0553,285,0,1
1852.6,95778,355,-0.46,0.054,269,0,1
1858.4,96064,356,-0.445,0.0555,286,0,1
1864.3,96350,357,-0.445,0.0555,286,0,1
1874.5,96891,358,0.07,0.107,541,0,1
1883.1,97347,359,-0.114,0.0886,456,0,1
1888.9,97632,360,-0.447,0.0553,285,0,1
1893.2,97814,361,-0.627,0.0373,182,0,1
1901.8,98270,362,-0.114,0.0886,456,0,1
1907.6,98555,363,-0.447,0.0553,285,0,1
1913.3,98823,364,-0.462,0.0538,268,0,1
1925.0,99463,365,0.244,0.1244,640,0,1
1930.7,99740,366,-0.462,0.0538,277,0,1
1940.9,100282,367,0.071,0.1071,542,0,1
1951.2,100840,368,0.085,0.1085,558,0,1
1961.6,101387,369,0.081,0.1081,547,0,1
1967.2,101664,370,-0.462,0.0538,277,0,1
1973.0,101940,371,-0.447,0.0553,276,0,1
1984.6,102574,372,0.233,0.1233,634,0,1
1995.5,103154,373,0.144,0.1144,580,0,1
2001.6,103460,374,-0.407,0.0593,306,0,1
2010.2,103916,375,-0.114,0.0886,456,0,1
2018.9,104363,376,-0.114,0.0886,447,0,1
2030.6,104992,377,0.244,0.1244,629,0,1
2040.9,105548,378,0.081,0.1081,556,0,1
2051.3,106095,379,0.081,0.1081,547,0,1
2061.6,106650,380,0.079,0.1079,555,0,1
2071.9,107197,381,0.083,0.1083,547,0,1
2082.2,107753,382,0.081,0.1081,556,0,1
2088.4,108050,383,-0.407,0.0593,297,0,1
2094.1,108329,384,-0.459,0.0541,279,0,1
2104.4,108884,385,0.079,0.1079,555,0,1
2108.5,109059,386,-0.641,0.0359,175,0,1
2118.8,109615,387,0.081,0.1081,556,0,1
2123.0,109801,388,-0.639,0.0361,186,0,1
2133.3,110344,389,0.085,0.1085,543,0,1
2143.5,110893,390,0.068,0.1068,549,0,1
2147.6,111078,391,-0.641,0.0359,185,0,1
2153.3,111350,392,-0.455,0.0545,272,0,1
2164.2,111937,393,0.144,0.1144,587,0,1
2170.8,112259,394,-0.354,0.0646,322,0,1
2181.6,112848,395,0.144,0.1144,589,0,1
2192.5,113428,396,0.144,0.1144,580,0,1
2207.1,114231,397,0.581,0.1581,803,0,1
2211.2,114416,398,-0.641,0.0359,185,0,1
2217.4,114722,399,-0.407,0.0593,306,0,1
2228.3,115306,400,0.152,0.1152,584,0,1
2237.2,115774,401,-0.091,0.0909,468,0,1
2245.9,116225,402,-0.114,0.0886,451,0,1
2256.7,116814,403,0.144,0.1144,589,0,1
2262.8,117120,404,-0.407,0.0593,306,0,1
2268.5,117389,405,-0.459,0.0541,269,0,1
2271.3,117492,406,-0.801,0.0199,103,0,1
2279.9,117948,407,-0.114,0.0886,456,0,1
2290.8,118529,408,0.146,0.1146,581,0,1
2301.2,119087,409,0.085,0.1085,558,0,1
2314.4,119808,410,0.42,0.142,721,0,1
2324.6,120349,411,0.071,0.1071,541,0,1
2335.5,120938,412,0.144,0.1144,589,0,1
2346.4,121518,413,0.144,0.1144,580,0,1
2357.3,122107,414,0.144,0.1144,589,0,1
2367.6,122656,415,0.085,0.1085,549,0,1
2379.3,123296,416,0.244,0.1244,640,0,1
2390.9,123920,417,0.232,0.1232,624,0,1
2404.2,124644,418,0.424,0.1424,724,0,1
2409.8,124921,419,-0.462,0.0538,277,0,1
2418.5,125377,420,-0.114,0.0886,456,0,1
2434.4,126258,421,0.731,0.1731,881,0,1
2444.6,126797,422,0.065,0.1065,539,0,1
2453.2,127253,423,-0.114,0.0886,456,0,1
2464.8,127877,424,0.233,0.1233,624,0,1
2476.4,128506,425,0.223,0.1223,629,0,1
2488.8,129178,426,0.324,0.1324,672,0,1
2499.6,129758,427,0.144,0.1144,580,0,1
2513.4,130520,428,0.482,0.1482,762,0,1
2524.2,131100,429,0.144,0.1144,580,0,1
2537.6,131830,430,0.437,0.1437,730,0,1
2549.2,132464,431,0.233,0.1233,634,0,1
2560.2,133048,432,0.152,0.1152,584,0,1
2568.8,133504,433,-0.114,0.0886,456,0,1
2584.1,134348,434,0.66,0.166,844,0,1
2598.7,135151,435,0.581,0.1581,803,0,1
2612.4,135904,436,0.482,0.1482,753,0,1
2626.6,136692,437,0.531,0.1531,788,0,1
2635.9,137179,438,-0.036,0.0964,487,0,1
2640.0,137364,439,-0.641,0.0359,185,0,1
2650.3,137910,440,0.079,0.1079,546,0,1
2660.6,138466,441,0.081,0.1081,556,0,1
2671.5,139046,442,0.144,0.1144,580,0,1
2682.4,139635,443,0.144,0.1144,589,0,1
2697.4,140463,444,0.63,0.163,828,0,1
2709.1,141091,445,0.24,0.124,628,0,1
2720.0,141682,446,0.148,0.1148,591,0,1
2736.6,142607,447,0.818,0.1818,925,0,1
2747.5,143186,448,0.144,0.1144,579,0,1
2763.4,144067,449,0.733,0.1733,881,0,1
2776.8,144804,450,0.431,0.1431,737,0,1
2790.1,145534,451,0.437,0.1437,730,0,1
2803.5,146266,452,0.439,0.1439,732,0,1
2815.1,146895,453,0.223,0.1223,629,0,1
2817.8,146986,454,-0.807,0.0193,91,0,1
2832.4,147799,455,0.581,0.1581,813,0,1
2846.5,148577,456,0.531,0.1531,778,0,1
2861.1,149380,457,0.581,0.1581,803,0,1
2876.1,150208,458,0.63,0.163,828,0,1
2887.9,150848,459,0.244,0.1244,640,0,1
2902.9,151676,460,0.63,0.163,828,0,1
2917.5,152480,461,0.581,0.1581,804,0,1
2934.1,153405,462,0.818,0.1818,925,0,1
2947.3,154126,463,0.418,0.1418,721,0,1
2965.0,155124,464,0.941,0.1941,998,0,1
2978.3,155851,465,0.431,0.1431,727,0,1
2994.9,156776,466,0.818,0.1818,925,0,1
3003.6,157223,467,-0.114,0.0886,447,0,1
3015.9,157904,468,0.324,0.1324,681,0,1
3031.8,158783,469,0.728,0.1728,879,0,1
3042.0,159323,470,0.068,0.1068,540,0,1
3052.2,159874,471,0.071,0.1071,551,0,1
3069.9,160862,472,0.941,0.1941,988,0,1
3081.5,161483,473,0.225,0.1225,621,0,1
3098.1,162409,474,0.818,0.1818,926,0,1
3111.3,163139,475,0.418,0.1418,730,0,1
3124.7,163866,476,0.431,0.1431,727,0,1
3133.3,164322,477,-0.114,0.0886,456,0,1
3148.3,165151,478,0.63,0.163,829,0,1
3159.2,165731,479,0.144,0.1144,580,0,1
3171.6,166402,480,0.324,0.1324,671,0,1
3182.4,166991,481,0.144,0.1144,589,0,1
3196.2,167744,482,0.482,0.1482,753,0,1
3209.4,168467,483,0.422,0.1422,723,0,1
3222.7,169204,484,0.431,0.1431,737,0,1
3237.4,170007,485,0.581,0.1581,803,0,1
3250.8,170741,486,0.443,0.1443,734,0,1
3262.3,171370,487,0.223,0.1223,629,0,1
3276.5,172148,488,0.531,0.1531,778,0,1
3289.9,172878,489,0.435,0.1435,730,0,1
3307.6,173864,490,0.941,0.1941,986,0,1
3324.2,174790,491,0.818,0.1818,926,0,1
3335.8,175420,492,0.225,0.1225,630,0,1
3351.7,176300,493,0.733,0.1733,880,0,1
3365.0,177024,494,0.431,0.1431,724,0,1
3377.4,177694,495,0.324,0.1324,670,0,1
3390.8,178437,496,0.443,0.1443,743,0,1
3404.2,179165,497,0.435,0.1435,728,0,1
3417.4,179886,498,0.42,0.142,721,0,1
3435.1,180878,499,0.947,0.1947,992,0,1
3449.3,181666,500,0.531,0.1531,788,0,1
3465.2,182549,501,0.735,0.1735,883,0,1
3483.0,183539,502,0.945,0.1945,990,0,1
3500.7,184530,503,0.945,0.1945,991,0,1
3516.5,185407,504,0.728,0.1728,877,0,1
3532.4,186288,505,0.731,0.1731,881,0,1
3550.1,187279,506,0.945,0.1945,991,0,1
3567.9,188270,507,0.945,0.1945,991,0,1
3585.6,189261,508,0.944,0.1944,991,0,1
3602.2,190187,509,0.818,0.1818,926,0,1
3616.8,190990,510,0.581,0.1581,803,0,1
3632.6,191878,511,0.728,0.1728,888,0,1
3648.5,192759,512,0.731,0.1731,881,0,1
3654.2,193027,513,-0.462,0.0538,268,0,1
3670.8,193962,514,0.818,0.1818,935,0,1
3688.6,194953,515,0.945,0.1945,991,0,1
3706.3,195944,516,0.944,0.1944,991,0,1
3722.1,196822,517,0.728,0.1728,878,0,1
