wall,env_steps,update,mean_return,mean_percent,best_percent,pi_loss,v_loss,entropy,kl,clip_frac,steps_per_sec
4841.5,258560,254,0.438,0.1438,0.1949,-0.007,0.0011,0.4028,0.00174,0.0476,56.5
4859.8,259584,255,0.444,0.1444,0.1949,-0.0092,0.0012,0.4191,0.00977,0.0391,56.5
4878.1,260608,256,0.448,0.1448,0.1949,-0.0047,0.001,0.4309,0.00206,0.0303,56.4
4896.4,261632,257,0.452,0.1452,0.1949,-0.0053,0.001,0.4289,0.00271,0.0532,56.5
4914.7,262656,258,0.454,0.1454,0.1949,-0.0088,0.0014,0.4254,0.0025,0.0176,56.6
4933.0,263680,259,0.458,0.1458,0.1949,-0.0065,0.0096,0.4851,0.00469,0.0576,56.5
4951.3,264704,260,0.465,0.1465,0.1949,-0.0085,0.0014,0.4039,0.00301,0.0405,56.5
4969.5,265728,261,0.469,0.1469,0.1949,-0.0071,0.0012,0.3955,0.00038,0.0278,56.5
4987.8,266752,262,0.474,0.1474,0.1949,-0.0098,0.0014,0.3875,0.00501,0.0464,56.5
5006.1,267776,263,0.479,0.1479,0.1949,-0.008,0.0011,0.3941,0.00281,0.0217,56.5
5025.5,268800,264,0.487,0.1487,0.1949,-0.0083,0.0045,0.4031,0.00167,0.0237,53.4
5043.7,269824,265,0.491,0.1491,0.1949,-0.0082,0.0074,0.4757,0.00376,0.0176,56.6
5062.0,270848,266,0.496,0.1496,0.1949,-0.0134,0.0086,0.4359,0.00732,0.0334,56.6
5081.3,271872,267,0.504,0.1504,0.1949,-0.0079,0.0056,0.4376,0.00525,0.0759,53.5
5099.6,272896,268,0.508,0.1508,0.195,-0.0075,0.0028,0.4276,0.00792,0.042,56.6
5117.9,273920,269,0.511,0.1511,0.1954,-0.0089,0.0022,0.4326,0.00252,0.0325,56.5
5136.1,274944,270,0.514,0.1514,0.1954,-0.0077,0.0022,0.4335,0.00371,0.0791,56.6
5154.4,275968,271,0.514,0.1514,0.1954,-0.0041,0.0082,0.5007,0.00083,0.0107,56.5
5172.7,276992,272,0.518,0.1518,0.1954,-0.0082,0.002,0.428,0.00198,0.0347,56.5
5191.0,278016,273,0.522,0.1522,0.1954,-0.0066,0.0013,0.4232,0.00172,0.0149,56.5
5207.0,279040,274,0.526,0.1526,0.1954,-0.0057,0.003,0.426,0.00187,0.0195,64.6
5225.3,280064,275,0.529,0.1529,0.1954,-0.0072,0.0013,0.4148,0.00547,0.0317,56.5
5244.6,281088,276,0.534,0.1534,0.1954,-0.008,0.0027,0.4063,0.00786,0.0603,53.4
5262.9,282112,277,0.541,0.1541,0.1954,-0.0052,0.0013,0.3685,0.00502,0.0347,56.5
5281.2,283136,278,0.546,0.1546,0.1954,-0.0068,0.0011,0.3592,0.00276,0.0291,56.5
5299.5,284160,279,0.547,0.1547,0.1954,-0.0065,0.0011,0.364,0.00688,0.0408,56.5
5317.8,285184,280,0.551,0.1551,0.1954,-0.006,0.001,0.3591,0.00506,0.0293,56.5
5336.0,286208,281,0.557,0.1557,0.1954,-0.0062,0.0009,0.3702,0.01024,0.052,56.5
5355.4,287232,282,0.557,0.1557,0.1954,-0.0064,0.0105,0.3752,0.00325,0.0337,53.5
5373.6,288256,283,0.559,0.1559,0.1954,-0.0053,0.002,0.378,0.00345,0.0303,56.6
5392.9,289280,284,0.558,0.1558,0.1954,-0.0085,0.0116,0.359,0.00595,0.053,53.4
5411.2,290304,285,0.558,0.1558,0.1954,-0.0042,0.0091,0.4215,0.0031,0.0271,56.5
5429.5,291328,286,0.56,0.156,0.1954,-0.0056,0.0021,0.3525,0.00178,0.0259,56.5
5447.8,292352,287,0.564,0.1564,0.1954,-0.008,0.0012,0.3507,0.00354,0.051,56.6
5466.0,293376,288,0.568,0.1568,0.1954,-0.0097,0.0012,0.3296,0.00748,0.0457,56.6
5484.3,294400,289,0.573,0.1573,0.1954,-0.0068,0.0008,0.342,0.00353,0.03,56.6
5502.6,295424,290,0.574,0.1574,0.1954,-0.005,0.002,0.3374,0.00119,0.0232,56.5
5520.8,296448,291,0.576,0.1576,0.1954,-0.006,0.0011,0.3479,0.00443,0.0352,56.6
5539.1,297472,292,0.578,0.1578,0.1954,-0.0072,0.0008,0.3401,0.00643,0.0603,56.5
5557.4,298496,293,0.58,0.158,0.1954,-0.0077,0.0006,0.3565,0.00359,0.0422,56.5
5575.7,299520,294,0.584,0.1584,0.1954,-0.003,0.0019,0.3331,-0.00138,0.0393,56.6
5595.0,300544,295,0.596,0.1596,0.1954,-0.0031,0.0018,0.3534,0.00605,0.0403,53.4
5613.3,301568,296,0.6,0.16,0.1954,-0.0067,0.0008,0.3639,0.00471,0.0457,56.6
5631.5,302592,297,0.602,0.1602,0.1954,-0.0093,0.0026,0.3894,0.00278,0.019,56.6
5649.8,303616,298,0.606,0.1606,0.1954,-0.0054,0.0018,0.3166,0.00881,0.0933,56.6
5668.1,304640,299,0.608,0.1608,0.1954,-0.0038,0.0013,0.3229,0.00481,0.0234,56.5
5686.4,305664,300,0.611,0.1611,0.1954,-0.0099,0.0011,0.3253,0.00922,0.0801,56.6
5704.6,306688,301,0.615,0.1615,0.1954,-0.0042,0.0009,0.33,0.00463,0.0374,56.6
5722.9,307712,302,0.616,0.1616,0.1954,-0.0053,0.0006,0.3314,0.00597,0.0195,56.5
5741.2,308736,303,0.616,0.1616,0.1954,-0.0052,0.0091,0.3512,0.0047,0.0488,56.5
5760.5,309760,304,0.617,0.1617,0.1954,-0.0047,0.0063,0.3838,0.00153,0.0171,53.4
5778.8,310784,305,0.62,0.162,0.1954,-0.0065,0.0018,0.3185,0.00611,0.0393,56.6
5798.1,311808,306,0.616,0.1616,0.1954,-0.0065,0.0103,0.4021,0.00012,0.0981,53.5
5816.4,312832,307,0.622,0.1622,0.1954,-0.0018,0.0037,0.4179,0.00328,0.0486,56.6
5834.6,313856,308,0.624,0.1624,0.1954,-0.005,0.0028,0.3483,0.00578,0.0332,56.6
5852.9,314880,309,0.626,0.1626,0.1954,-0.0059,0.0017,0.3535,0.00639,0.0281,56.5
5871.2,315904,310,0.627,0.1627,0.1954,-0.009,0.0012,0.3604,0.00292,0.0312,56.6
5890.5,316928,311,0.627,0.1627,0.1954,-0.0042,0.0051,0.4355,0.00036,0.0159,53.5
5908.8,317952,312,0.625,0.1625,0.1954,-0.0075,0.0087,0.4444,0.00286,0.0864,56.6
5928.0,318976,313,0.622,0.1622,0.1954,-0.0059,0.0092,0.4235,0.00467,0.0212,53.5
5946.3,320000,314,0.624,0.1624,0.1954,-0.0048,0.0026,0.3528,0.0041,0.0256,56.5
5964.6,321024,315,0.623,0.1623,0.1954,-0.0108,0.002,0.3935,0.00539,0.0337,56.6
5982.9,322048,316,0.625,0.1625,0.1954,-0.0078,0.0017,0.3376,0.00562,0.0691,56.5
6002.2,323072,317,0.627,0.1627,0.1954,-0.0083,0.0068,0.3536,0.00516,0.0288,53.4
6020.5,324096,318,0.63,0.163,0.1954,-0.0086,0.0013,0.3556,0.00401,0.0505,56.5
6038.8,325120,319,0.631,0.1631,0.1954,-0.0074,0.001,0.3693,0.0011,0.053,56.5
6058.1,326144,320,0.629,0.1629,0.1954,-0.0079,0.0142,0.4997,0.00599,0.0283,53.4
6076.4,327168,321,0.629,0.1629,0.1954,-0.0084,0.002,0.37,0.00959,0.0852,56.5
6094.7,328192,322,0.629,0.1629,0.1954,-0.0033,0.0083,0.4535,0.00665,0.0386,56.6
6112.9,329216,323,0.63,0.163,0.1954,-0.0074,0.0014,0.3578,0.00901,0.0681,56.6
6131.2,330240,324,0.632,0.1632,0.1954,-0.0064,0.0015,0.3531,0.00363,0.0247,56.6
6150.5,331264,325,0.634,0.1634,0.1954,-0.0084,0.0076,0.4768,0.00362,0.0417,53.5
6168.8,332288,326,0.636,0.1636,0.1954,-0.0068,0.0017,0.3535,0.00112,0.0583,56.6
6187.0,333312,327,0.64,0.164,0.1954,-0.0072,0.0012,0.3852,0.00463,0.0205,56.6
6206.3,334336,328,0.637,0.1637,0.1954,-0.0081,0.0174,0.5142,0.00198,0.022,53.4
6224.6,335360,329,0.636,0.1636,0.1954,-0.006,0.0073,0.3882,0.00458,0.0366,56.6
6242.9,336384,330,0.638,0.1638,0.1954,-0.0093,0.0014,0.3667,0.00604,0.0757,56.5
6262.2,337408,331,0.638,0.1638,0.1954,-0.0086,0.0067,0.4976,0.00521,0.0554,53.5
6282.6,338432,332,0.632,0.1632,0.1954,-0.0077,0.0167,0.4863,0.0028,0.0278,50.6
6300.9,339456,333,0.632,0.1632,0.1954,-0.004,0.0063,0.4847,0.0027,0.0632,56.5
6319.1,340480,334,0.626,0.1626,0.1954,-0.0031,0.011,0.4044,-0.00366,0.0144,56.6
6338.4,341504,335,0.627,0.1627,0.1954,-0.0067,0.0037,0.4575,0.00283,0.0142,53.6
6356.7,342528,336,0.625,0.1625,0.1954,-0.006,0.0049,0.4521,0.00629,0.072,56.4
6376.0,343552,337,0.622,0.1622,0.1954,-0.0016,0.0094,0.4739,0.00146,0.0098,53.5
6394.3,344576,338,0.621,0.1621,0.1954,-0.0066,0.0107,0.3852,0.00242,0.0142,56.6
6413.6,345600,339,0.626,0.1626,0.1954,-0.0045,0.0029,0.3769,0.00256,0.0142,53.4
6431.9,346624,340,0.622,0.1622,0.1954,-0.0084,0.006,0.4878,0.00588,0.1045,56.6
6451.2,347648,341,0.62,0.162,0.1954,-0.0063,0.0041,0.3886,0.00581,0.0916,53.5
6469.5,348672,342,0.616,0.1616,0.1954,-0.0085,0.0048,0.4941,0.0051,0.0649,56.6
6487.7,349696,343,0.616,0.1616,0.1954,-0.0084,0.0022,0.3632,0.00864,0.064,56.6
6507.1,350720,344,0.611,0.1611,0.1954,-0.0046,0.0087,0.4778,0.00091,0.0205,53.4
6525.4,351744,345,0.611,0.1611,0.1954,-0.0048,0.0044,0.3634,0.00441,0.0283,56.5
6544.7,352768,346,0.604,0.1604,0.1954,-0.0055,0.0082,0.4512,0.00177,0.0654,53.4
6563.0,353792,347,0.601,0.1601,0.1954,-0.0077,0.0057,0.477,0.00274,0.0276,56.5
6581.3,354816,348,0.599,0.1599,0.1954,-0.0067,0.0075,0.4075,0.00386,0.0347,56.6
6601.7,355840,349,0.596,0.1596,0.1954,-0.0073,0.0146,0.4836,0.00209,0.0322,50.6
6621.1,356864,350,0.584,0.1584,0.1954,-0.0097,0.0118,0.5207,0.00426,0.0845,53.4
6640.4,357888,351,0.576,0.1576,0.1954,-0.0045,0.0101,0.5207,0.00544,0.0295,53.4
6659.7,358912,352,0.577,0.1577,0.1954,-0.0078,0.0084,0.4989,0.00359,0.0203,53.4
6680.1,359936,353,0.563,0.1563,0.1954,-0.0041,0.0152,0.5145,0.00329,0.033,50.6
6698.4,360960,354,0.563,0.1563,0.1954,-0.005,0.0056,0.3678,0.00319,0.0403,56.5
6716.7,361984,355,0.564,0.1564,0.1954,-0.0079,0.0034,0.3707,0.00526,0.0403,56.6
6735.0,363008,356,0.561,0.1561,0.1954,-0.007,0.0052,0.4599,0.00706,0.0525,56.5
6754.3,364032,357,0.553,0.1553,0.1954,-0.0068,0.0059,0.491,-0.00204,0.0203,53.5
6773.6,365056,358,0.55,0.155,0.1954,-0.008,0.0059,0.4656,0.00301,0.019,53.5
6791.9,366080,359,0.55,0.155,0.1954,-0.0077,0.0043,0.3587,-0.00148,0.0278,56.5
6811.2,367104,360,0.546,0.1546,0.1954,-0.006,0.0049,0.4357,0.00422,0.0588,53.5
6829.5,368128,361,0.546,0.1546,0.1954,-0.009,0.0039,0.3284,0.00693,0.0415,56.5
6848.8,369152,362,0.539,0.1539,0.1954,-0.0028,0.0055,0.4537,0.00089,0.0483,53.4
6867.1,370176,363,0.539,0.1539,0.1954,-0.0059,0.0058,0.336,0.01055,0.0562,56.5
6885.4,371200,364,0.539,0.1539,0.1954,-0.0062,0.0024,0.3126,0.00689,0.0737,56.5
6904.7,372224,365,0.535,0.1535,0.1954,-0.0046,0.0031,0.418,0.00359,0.0161,53.5
6923.0,373248,366,0.535,0.1535,0.1954,-0.005,0.0043,0.3547,-0.00018,0.0176,56.6
6941.2,374272,367,0.535,0.1535,0.1954,-0.0061,0.0031,0.3074,0.00537,0.04,56.5
6960.6,375296,368,0.542,0.1542,0.1954,-0.0088,0.004,0.3113,0.00639,0.0864,53.4
6978.9,376320,369,0.549,0.1549,0.1954,-0.0079,0.0016,0.3094,0.00075,0.0281,56.5
6998.2,377344,370,0.543,0.1543,0.1954,-0.004,0.0144,0.3578,0.00405,0.0742,53.4
7016.5,378368,371,0.541,0.1541,0.1954,-0.0032,0.0108,0.2958,0.00123,0.019,56.6
7035.6,379392,372,0.544,0.1544,0.1954,-0.0048,0.0021,0.3065,0.00176,0.0217,53.8
7053.9,380416,373,0.539,0.1539,0.1954,-0.0045,0.0053,0.3994,0.00368,0.0161,56.6
7072.2,381440,374,0.54,0.154,0.1954,-0.0072,0.0025,0.315,0.00329,0.0334,56.5
7091.5,382464,375,0.536,0.1536,0.1954,-0.0071,0.0062,0.3919,0.00224,0.0149,53.5
7109.8,383488,376,0.536,0.1536,0.1954,-0.0087,0.0017,0.3099,0.00471,0.0266,56.5
7128.0,384512,377,0.539,0.1539,0.1954,-0.0059,0.0011,0.3281,0.00468,0.0364,56.5
7146.3,385536,378,0.541,0.1541,0.1954,-0.0021,0.0047,0.3405,0.00043,0.0193,56.6
7164.6,386560,379,0.539,0.1539,0.1954,-0.0041,0.0092,0.3244,0.00043,0.0671,56.6
7183.9,387584,380,0.536,0.1536,0.1954,-0.0031,0.0053,0.4238,0.00018,0.0044,53.4
7202.2,388608,381,0.532,0.1532,0.1954,-0.0071,0.0063,0.4031,0.00375,0.0334,56.5
7220.5,389632,382,0.532,0.1532,0.1954,-0.0066,0.0022,0.3267,0.00628,0.0244,56.5
7239.8,390656,383,0.534,0.1534,0.1954,-0.0069,0.0062,0.408,0.00708,0.0657,53.4
7258.1,391680,384,0.534,0.1534,0.1954,-0.0062,0.0014,0.313,0.00472,0.0281,56.6
7276.3,392704,385,0.534,0.1534,0.1954,-0.0059,0.0016,0.3208,0.00359,0.0293,56.6
7294.6,393728,386,0.533,0.1533,0.1954,-0.0118,0.0031,0.35,0.01409,0.0371,56.6
7312.9,394752,387,0.533,0.1533,0.1954,-0.0058,0.0022,0.3225,0.00575,0.0303,56.5
7332.2,395776,388,0.528,0.1528,0.1954,-0.0044,0.0072,0.3336,0.00136,0.0449,53.5
7350.4,396800,389,0.528,0.1528,0.1954,-0.0051,0.0023,0.3046,0.00422,0.0486,56.6
7368.7,397824,390,0.526,0.1526,0.1954,-0.0031,0.0043,0.3548,-0.00254,0.0469,56.6
7387.0,398848,391,0.526,0.1526,0.1954,-0.0058,0.0024,0.2893,0.00372,0.0393,56.6
7405.3,399872,392,0.529,0.1529,0.1954,-0.0061,0.0013,0.2782,0.00476,0.0334,56.5
7423.5,400896,393,0.531,0.1531,0.1954,-0.0049,0.001,0.2722,0.00472,0.041,56.6
7441.8,401920,394,0.536,0.1536,0.1954,-0.006,0.0008,0.2578,0.00459,0.0459,56.5
7460.1,402944,395,0.536,0.1536,0.1954,-0.0065,0.0008,0.2755,0.00424,0.0505,56.6
7478.4,403968,396,0.536,0.1536,0.1954,-0.0067,0.0007,0.273,0.00796,0.0461,56.5
7496.7,404992,397,0.54,0.154,0.1954,-0.0063,0.0009,0.2652,0.00367,0.0457,56.6
7516.0,406016,398,0.534,0.1534,0.1954,-0.0038,0.0088,0.312,0.00061,0.0459,53.5
7534.2,407040,399,0.54,0.154,0.1954,-0.0072,0.0017,0.3104,0.00512,0.0315,56.5
7552.5,408064,400,0.547,0.1547,0.1954,-0.0083,0.0008,0.2841,0.00522,0.0398,56.5
7570.9,409088,401,0.553,0.1553,0.1954,-0.0068,0.0008,0.274,0.00438,0.0334,56.4
7590.2,410112,402,0.554,0.1554,0.1954,-0.0045,0.002,0.2878,0.00745,0.0535,53.4
7608.5,411136,403,0.554,0.1554,0.1954,-0.008,0.0007,0.2763,0.00572,0.0403,56.5
7626.8,412160,404,0.556,0.1556,0.1954,-0.007,0.0007,0.2716,0.00117,0.0518,56.5
7645.1,413184,405,0.563,0.1563,0.1954,-0.0048,0.001,0.2744,0.0111,0.0488,56.5
7663.3,414208,406,0.563,0.1563,0.1954,-0.0077,0.0005,0.268,0.0043,0.0266,56.6
7681.6,415232,407,0.563,0.1563,0.1954,-0.0069,0.0005,0.249,0.00547,0.0464,56.6
7699.8,416256,408,0.558,0.1558,0.1954,-0.0128,0.0077,0.2853,0.01697,0.0398,56.6
7718.1,417280,409,0.558,0.1558,0.1954,-0.0056,0.0013,0.2767,0.005,0.0403,56.6
7737.4,418304,410,0.558,0.1558,0.1954,-0.0065,0.0008,0.2902,0.00662,0.0476,53.4
7755.7,419328,411,0.558,0.1558,0.1954,-0.0063,0.0007,0.295,0.00496,0.0256,56.5
7774.0,420352,412,0.558,0.1558,0.1954,-0.0076,0.0007,0.2879,0.00157,0.0305,56.5
7792.3,421376,413,0.558,0.1558,0.1954,-0.0071,0.0008,0.3028,0.00263,0.0266,56.5
7810.6,422400,414,0.562,0.1562,0.1954,-0.0074,0.0005,0.3119,0.00828,0.0366,56.5
7828.8,423424,415,0.558,0.1558,0.1954,-0.0063,0.0098,0.3899,0.00739,0.0874,56.5
7847.1,424448,416,0.558,0.1558,0.1954,-0.007,0.0009,0.2994,0.00411,0.0376,56.5
7865.4,425472,417,0.558,0.1558,0.1954,-0.0046,0.0007,0.3022,0.00028,0.0217,56.5
7885.8,426496,418,0.548,0.1548,0.1954,-0.0056,0.0183,0.34,0.0045,0.0352,50.7
7904.0,427520,419,0.551,0.1551,0.1954,-0.0052,0.0009,0.2973,-0.00074,0.0186,56.6
7922.3,428544,420,0.554,0.1554,0.1954,-0.0066,0.0008,0.2935,0.00432,0.0264,56.5
7940.6,429568,421,0.556,0.1556,0.1954,-0.0059,0.0006,0.3007,-0.00039,0.0239,56.5
7958.9,430592,422,0.556,0.1556,0.1954,-0.0082,0.0005,0.3086,0.00479,0.0432,56.5
7977.1,431616,423,0.552,0.1552,0.1954,-0.0139,0.0077,0.3882,0.01202,0.0574,56.6
7995.4,432640,424,0.552,0.1552,0.1954,-0.0072,0.0018,0.3268,0.00261,0.0276,56.5
8013.7,433664,425,0.55,0.155,0.1954,-0.0018,0.0086,0.2948,0.00184,0.0503,56.5
8033.0,434688,426,0.552,0.1552,0.1954,-0.0038,0.0032,0.3437,0.00758,0.0269,53.5
8051.3,435712,427,0.552,0.1552,0.1954,-0.0028,0.0014,0.2956,0.00267,0.0193,56.5
8069.5,436736,428,0.55,0.155,0.1954,-0.0018,0.0059,0.3463,0.00097,0.0068,56.5
8087.8,437760,429,0.55,0.155,0.1954,-0.0045,0.0033,0.2956,0.002,0.0259,56.5
8107.1,438784,430,0.548,0.1548,0.1954,-0.0066,0.0064,0.3036,0.0045,0.0898,53.5
8125.4,439808,431,0.548,0.1548,0.1954,-0.0043,0.0014,0.2967,-0.00193,0.0276,56.5
8143.7,440832,432,0.549,0.1549,0.1954,-0.0046,0.0012,0.2816,0.00316,0.0251,56.5
8162.0,441856,433,0.546,0.1546,0.1954,-0.0008,0.0056,0.3555,-0.00136,0.0049,56.5
8180.2,442880,434,0.546,0.1546,0.1954,-0.0074,0.0012,0.2857,0.00435,0.0286,56.6
8198.5,443904,435,0.543,0.1543,0.1954,-0.0105,0.0031,0.3259,0.01063,0.0974,56.5
8216.8,444928,436,0.544,0.1544,0.1954,-0.0033,0.0021,0.292,0.00526,0.0496,56.6
8235.1,445952,437,0.55,0.155,0.1954,-0.0062,0.0007,0.2756,0.0005,0.0251,56.5
8253.3,446976,438,0.551,0.1551,0.1954,-0.0059,0.0005,0.2905,0.00489,0.0361,56.6
8271.6,448000,439,0.559,0.1559,0.1954,-0.0069,0.0009,0.301,0.00072,0.0325,56.5
8289.9,449024,440,0.559,0.1559,0.1954,-0.0065,0.0005,0.2789,0.00227,0.0203,56.5
8308.2,450048,441,0.563,0.1563,0.1954,-0.0076,0.0007,0.2966,0.00404,0.0413,56.5
8327.5,451072,442,0.56,0.156,0.1954,-0.0051,0.0064,0.3469,0.00564,0.0735,53.5
8345.8,452096,443,0.56,0.156,0.1954,-0.0056,0.0016,0.2637,0.00846,0.041,56.5
8364.1,453120,444,0.56,0.156,0.1954,-0.0068,0.0008,0.2825,0.00791,0.0549,56.6
8382.3,454144,445,0.56,0.156,0.1954,-0.0061,0.0007,0.2953,0.00414,0.0273,56.5
8400.6,455168,446,0.56,0.156,0.1954,-0.0054,0.0007,0.2922,0.00878,0.0623,56.6
8418.9,456192,447,0.56,0.156,0.1954,-0.006,0.0006,0.2698,0.01304,0.073,56.5
8437.2,457216,448,0.56,0.156,0.1954,-0.0057,0.0005,0.2512,-0.00124,0.0483,56.5
8455.4,458240,449,0.561,0.1561,0.1954,-0.0062,0.0004,0.2486,0.00266,0.0339,56.6
8473.7,459264,450,0.562,0.1562,0.1954,-0.0066,0.0006,0.2517,0.00103,0.033,56.6
8491.9,460288,451,0.562,0.1562,0.1954,-0.0054,0.0007,0.2679,0.0051,0.0657,56.5
8510.2,461312,452,0.558,0.1558,0.1954,-0.0029,0.0089,0.2694,0.00182,0.0112,56.6
8529.4,462336,453,0.56,0.156,0.1954,-0.0061,0.0008,0.2654,0.00585,0.0334,53.8
8547.7,463360,454,0.56,0.156,0.1954,-0.0047,0.0006,0.255,0.00115,0.0164,56.5
8566.0,464384,455,0.56,0.156,0.1954,-0.0054,0.0005,0.2663,0.00405,0.042,56.5
8584.3,465408,456,0.56,0.156,0.1954,-0.0075,0.0004,0.262,0.00208,0.0195,56.5
8602.5,466432,457,0.56,0.156,0.1954,-0.0073,0.0004,0.2395,0.00345,0.0244,56.5
8620.8,467456,458,0.564,0.1564,0.1954,-0.0062,0.0005,0.25,0.00538,0.0503,56.6
8639.1,468480,459,0.564,0.1564,0.1954,-0.0065,0.0005,0.2453,0.00649,0.051,56.6
8657.4,469504,460,0.566,0.1566,0.1954,-0.0068,0.0006,0.2435,0.00787,0.0605,56.5
8675.6,470528,461,0.566,0.1566,0.1954,-0.0046,0.0006,0.2314,0.00378,0.0642,56.5
8693.9,471552,462,0.573,0.1573,0.1954,-0.0058,0.0004,0.2183,0.00646,0.0283,56.5
8712.2,472576,463,0.576,0.1576,0.1954,-0.0058,0.0004,0.2125,0.00381,0.0159,56.5
8730.5,473600,464,0.578,0.1578,0.1954,-0.0066,0.0004,0.2238,0.00212,0.0303,56.5
8748.7,474624,465,0.579,0.1579,0.1954,-0.0048,0.0004,0.2338,0.00271,0.0168,56.5
8767.0,475648,466,0.579,0.1579,0.1954,-0.0063,0.0003,0.2094,0.00354,0.0334,56.5
8785.3,476672,467,0.579,0.1579,0.1954,-0.0041,0.0004,0.1864,0.00583,0.0356,56.6
8803.6,477696,468,0.579,0.1579,0.1954,-0.0008,0.0086,0.2034,-4e-05,0.019,56.6
8821.8,478720,469,0.581,0.1581,0.1954,-0.003,0.001,0.2001,0.00553,0.0295,56.5
8841.1,479744,470,0.586,0.1586,0.1954,-0.0027,0.0012,0.2209,0.00872,0.0183,53.6
8859.4,480768,471,0.59,0.159,0.1954,-0.0067,0.0006,0.2184,0.00295,0.0276,56.6
8877.6,481792,472,0.59,0.159,0.1954,-0.0057,0.0005,0.209,-0.00142,0.0415,56.6
8895.9,482816,473,0.591,0.1591,0.1954,-0.0067,0.0003,0.1958,0.00316,0.0349,56.5
8914.2,483840,474,0.591,0.1591,0.1954,-0.0036,0.0004,0.201,0.00167,0.0325,56.5
8932.5,484864,475,0.595,0.1595,0.1954,-0.0041,0.0003,0.2051,0.00085,0.0327,56.5
8950.7,485888,476,0.595,0.1595,0.1954,-0.0061,0.0003,0.2078,0.00977,0.0544,56.5
8969.0,486912,477,0.595,0.1595,0.1954,-0.0041,0.0003,0.1874,0.00157,0.0291,56.6
8987.3,487936,478,0.595,0.1595,0.1954,-0.0044,0.0003,0.2197,-0.0007,0.0256,56.5
9005.6,488960,479,0.602,0.1602,0.1954,-0.0041,0.0003,0.2214,0.00061,0.0264,56.6
9023.8,489984,480,0.606,0.1606,0.1954,-0.0065,0.0003,0.2457,0.00621,0.0356,56.5
9042.1,491008,481,0.606,0.1606,0.1954,-0.0056,0.0003,0.2428,0.00279,0.0286,56.6
9060.4,492032,482,0.61,0.161,0.1954,-0.0055,0.0003,0.21,0.00141,0.0247,56.5
9078.7,493056,483,0.61,0.161,0.1954,-0.004,0.0004,0.206,0.00153,0.019,56.5
9097.0,494080,484,0.61,0.161,0.1954,-0.0046,0.0003,0.2188,0.00214,0.0371,56.5
9115.2,495104,485,0.612,0.1612,0.1954,-0.0049,0.0002,0.2123,-0.00062,0.0271,56.6
9133.5,496128,486,0.612,0.1612,0.1954,-0.0015,0.0083,0.2153,-0.00097,0.0164,56.5
9152.7,497152,487,0.612,0.1612,0.1954,-0.0076,0.0008,0.2178,0.00143,0.0293,53.9
9171.0,498176,488,0.616,0.1616,0.1954,-0.0052,0.0004,0.233,0.00379,0.0229,56.5
9189.2,499200,489,0.62,0.162,0.1954,-0.0068,0.0024,0.265,0.00427,0.0549,56.5
9207.5,500224,490,0.623,0.1623,0.1954,-0.003,0.0009,0.2237,0.00129,0.0088,56.6
9226.8,501248,491,0.617,0.1617,0.1954,-0.0081,0.0034,0.2257,0.00643,0.0303,53.4
9245.1,502272,492,0.621,0.1621,0.1954,-0.0075,0.0009,0.2342,0.00149,0.0403,56.5
9263.4,503296,493,0.623,0.1623,0.1954,-0.0028,0.0056,0.2707,0.00187,0.0408,56.5
9281.7,504320,494,0.627,0.1627,0.1954,-0.0063,0.0013,0.2266,0.00362,0.0244,56.5
9299.9,505344,495,0.634,0.1634,0.1954,-0.0048,0.0007,0.2443,0.00224,0.0393,56.6
9318.2,506368,496,0.636,0.1636,0.1954,-0.0055,0.0005,0.2495,-0.00055,0.0215,56.6
9336.4,507392,497,0.641,0.1641,0.1954,-0.005,0.0004,0.2637,0.00093,0.0222,56.6
9354.7,508416,498,0.643,0.1643,0.1954,-0.0054,0.0004,0.2625,0.00091,0.0237,56.5
9373.0,509440,499,0.645,0.1645,0.1954,-0.0065,0.0004,0.296,0.00341,0.0186,56.6
9391.3,510464,500,0.648,0.1648,0.1954,-0.0079,0.0005,0.2661,0.0049,0.0364,56.6
9409.6,511488,501,0.651,0.1651,0.1954,-0.0064,0.0004,0.2568,0.00347,0.0281,56.5
9427.9,512512,502,0.657,0.1657,0.1954,-0.0074,0.0003,0.273,0.00296,0.0374,56.5
9446.1,513536,503,0.661,0.1661,0.1954,-0.0065,0.0004,0.2774,0.00267,0.0264,56.6
9464.4,514560,504,0.661,0.1661,0.1954,-0.0069,0.0006,0.2797,0.00809,0.0491,56.6
9482.7,515584,505,0.661,0.1661,0.1954,-0.0059,0.0004,0.2596,0.00906,0.0493,56.6
9502.0,516608,506,0.666,0.1666,0.1954,-0.002,0.0079,0.3053,-0.00036,0.0388,53.5
9520.3,517632,507,0.666,0.1666,0.1954,-0.0057,0.001,0.2486,0.00332,0.0195,56.5
9538.5,518656,508,0.67,0.167,0.1954,-0.0069,0.0006,0.2455,0.00124,0.0552,56.5
9557.9,519680,509,0.667,0.1667,0.1954,-0.0032,0.0016,0.2445,0.00346,0.0181,53.4
9576.2,520704,510,0.67,0.167,0.1954,-0.0037,0.0005,0.2322,0.001,0.0369,56.5
9594.4,521728,511,0.67,0.167,0.1954,-0.0065,0.0003,0.2421,0.00238,0.0391,56.6
9613.7,522752,512,0.668,0.1668,0.1954,-0.0021,0.0045,0.2447,0.00233,0.0142,53.5
9632.0,523776,513,0.671,0.1671,0.1954,-0.0066,0.0004,0.265,0.00096,0.0342,56.6
