wall,env_steps,update,mean_return,mean_percent,best_percent,pi_loss,v_loss,entropy,kl,clip_frac,steps_per_sec
3969.0,210432,207,0.195,0.1195,0.1947,-0.0077,0.0017,0.3234,0.00641,0.0391,56.5
3987.2,211456,208,0.195,0.1195,0.1947,-0.0081,0.0079,0.3606,0.00646,0.0447,56.5
4005.5,212480,209,0.202,0.1202,0.1947,-0.0064,0.0025,0.317,0.00697,0.0657,56.6
4024.8,213504,210,0.211,0.1211,0.1947,-0.003,0.0054,0.3265,0.00575,0.0513,53.4
4043.1,214528,211,0.218,0.1218,0.1947,-0.0075,0.0011,0.3308,0.00436,0.032,56.6
4061.3,215552,212,0.225,0.1225,0.1947,-0.0058,0.001,0.3485,0.00573,0.0256,56.6
4079.6,216576,213,0.228,0.1228,0.1947,-0.0033,0.007,0.4153,0.00416,0.0461,56.5
4098.9,217600,214,0.237,0.1237,0.1947,-0.0036,0.0064,0.3534,0.00177,0.0234,53.5
4118.3,218624,215,0.24,0.124,0.1947,-0.0047,0.0121,0.4462,0.00233,0.0354,53.4
4136.6,219648,216,0.242,0.1242,0.1947,-0.0056,0.0107,0.3749,0.00628,0.0686,56.5
4155.9,220672,217,0.251,0.1251,0.1947,-0.0047,0.0071,0.3923,0.00816,0.0747,53.4
4174.2,221696,218,0.256,0.1256,0.1947,-0.0044,0.007,0.3303,0.00273,0.0127,56.6
4192.5,222720,219,0.263,0.1263,0.1947,-0.0049,0.0028,0.3005,0.00465,0.0474,56.5
4210.7,223744,220,0.267,0.1267,0.1947,-0.0055,0.0019,0.3158,0.00197,0.0474,56.5
4229.0,224768,221,0.271,0.1271,0.1947,-0.0048,0.0027,0.3292,-0.00181,0.0378,56.5
4248.4,225792,222,0.278,0.1278,0.1947,-0.0053,0.0063,0.3536,0.00763,0.0798,53.4
4266.6,226816,223,0.285,0.1285,0.1947,-0.0063,0.0024,0.3218,0.00794,0.0571,56.6
4285.9,227840,224,0.292,0.1292,0.1947,-0.0029,0.0069,0.3508,0.01073,0.0786,53.5
4304.2,228864,225,0.299,0.1299,0.1947,-0.0063,0.0041,0.3328,0.00095,0.0576,56.5
4322.5,229888,226,0.303,0.1303,0.1947,-0.0079,0.0018,0.3151,0.00565,0.0476,56.5
4340.8,230912,227,0.308,0.1308,0.1947,-0.006,0.0012,0.3147,0.00189,0.0364,56.5
4359.1,231936,228,0.315,0.1315,0.1947,-0.0077,0.0011,0.2926,0.00018,0.0427,56.5
4377.4,232960,229,0.323,0.1323,0.1947,-0.0082,0.001,0.2981,0.00496,0.0481,56.5
4395.6,233984,230,0.325,0.1325,0.1947,-0.0047,0.0069,0.3698,0.00601,0.0562,56.6
4414.0,235008,231,0.329,0.1329,0.1947,-0.0044,0.0065,0.3072,0.00242,0.0286,56.5
4432.2,236032,232,0.336,0.1336,0.1947,-0.0045,0.0016,0.3396,0.00331,0.0178,56.6
4451.5,237056,233,0.346,0.1346,0.1947,-0.0048,0.0036,0.3676,0.00197,0.0234,53.5
4469.8,238080,234,0.351,0.1351,0.1947,-0.0052,0.0014,0.354,0.00432,0.0525,56.6
4488.1,239104,235,0.355,0.1355,0.1947,-0.0071,0.0009,0.3493,0.00173,0.0271,56.5
4506.3,240128,236,0.359,0.1359,0.1947,-0.004,0.0017,0.3618,-0.00102,0.0432,56.5
4524.6,241152,237,0.366,0.1366,0.1949,-0.0057,0.0011,0.3626,0.00208,0.0249,56.6
4542.9,242176,238,0.372,0.1372,0.1949,-0.006,0.0013,0.394,0.00765,0.042,56.6
4561.2,243200,239,0.376,0.1376,0.1949,-0.0038,0.0023,0.3735,0.00402,0.0444,56.5
4579.4,244224,240,0.377,0.1377,0.1949,-0.0094,0.0054,0.3774,0.00796,0.0549,56.6
4598.8,245248,241,0.382,0.1382,0.1949,-0.0044,0.0098,0.4327,0.00792,0.0754,53.4
4617.1,246272,242,0.387,0.1387,0.1949,-0.0042,0.004,0.3731,0.00475,0.0256,56.5
4635.3,247296,243,0.391,0.1391,0.1949,-0.0098,0.0022,0.3981,0.00473,0.0886,56.6
4653.6,248320,244,0.391,0.1391,0.1949,-0.0074,0.0069,0.4005,0.00155,0.0403,56.5
4672.8,249344,245,0.399,0.1399,0.1949,-0.0063,0.0026,0.4134,-0.00014,0.0283,53.9
4693.2,250368,246,0.396,0.1396,0.1949,-0.0073,0.0243,0.4783,0.00099,0.0564,50.6
4711.4,251392,247,0.399,0.1399,0.1949,-0.0037,0.0086,0.4696,0.0018,0.0105,56.5
4729.7,252416,248,0.401,0.1401,0.1949,-0.0117,0.0037,0.3981,0.01555,0.0979,56.5
4748.0,253440,249,0.409,0.1409,0.1949,-0.0078,0.0017,0.3909,0.00878,0.0713,56.5
4767.3,254464,250,0.412,0.1412,0.1949,-0.0067,0.0073,0.4551,0.00038,0.0281,53.4
4785.6,255488,251,0.417,0.1417,0.1949,-0.0063,0.0035,0.4074,0.0026,0.033,56.5
4803.9,256512,252,0.421,0.1421,0.1949,-0.0101,0.0018,0.4027,-0.00052,0.0344,56.5
4823.2,257536,253,0.434,0.1434,0.1949,-0.0087,0.0031,0.3932,0.00822,0.0562,53.4
