wall,env_steps,episode,return,best_percent,steps,complete,dead
5416.1,286722,555,-0.641,0.0359,165,0,1
5433.8,287723,556,0.947,0.1947,1001,0,1
5451.5,288721,557,0.941,0.1941,998,0,1
5469.2,289698,558,0.941,0.1941,977,0,1
5474.9,289979,559,-0.455,0.0545,281,0,1
5492.6,290956,560,0.941,0.1941,977,0,1
5502.9,291510,561,0.077,0.1077,554,0,1
5508.7,291796,562,-0.445,0.0555,286,0,1
5519.0,292351,563,0.079,0.1079,555,0,1
5524.7,292628,564,-0.462,0.0538,277,0,1
5530.3,292887,565,-0.461,0.0539,259,0,1
5548.0,293885,566,0.941,0.1941,998,0,1
5565.7,294883,567,0.941,0.1941,998,0,1
5576.0,295417,568,0.075,0.1075,534,0,1
5587.7,296057,569,0.244,0.1244,640,0,1
5599.5,296697,570,0.244,0.1244,640,0,1
5605.2,296961,571,-0.462,0.0538,264,0,1
5622.8,297959,572,0.941,0.1941,998,0,1
5640.5,298957,573,0.941,0.1941,998,0,1
5658.2,299936,574,0.941,0.1941,979,0,1
5670.7,300620,575,0.331,0.1331,684,0,1
5679.3,301057,576,-0.114,0.0886,437,0,1
5695.2,301945,577,0.728,0.1728,888,0,1
5712.9,302943,578,0.941,0.1941,998,0,1
5730.5,303923,579,0.941,0.1941,980,0,1
5748.2,304921,580,0.941,0.1941,998,0,1
5763.2,305740,581,0.63,0.163,819,0,1
5781.0,306741,582,0.947,0.1947,1001,0,1
5798.7,307720,583,0.941,0.1941,979,0,1
5816.3,308718,584,0.941,0.1941,998,0,1
5826.6,309252,585,0.076,0.1076,534,0,1
5844.3,310250,586,0.941,0.1941,998,0,1
5862.0,311251,587,0.947,0.1947,1001,0,1
5879.7,312229,588,0.941,0.1941,978,0,1
5891.5,312869,589,0.244,0.1244,640,0,1
5909.2,313845,590,0.941,0.1941,976,0,1
5926.9,314843,591,0.941,0.1941,998,0,1
5937.7,315412,592,0.144,0.1144,569,0,1
5955.4,316410,593,0.941,0.1941,998,0,1
5973.1,317408,594,0.941,0.1941,998,0,1
5990.8,318386,595,0.941,0.1941,978,0,1
6006.1,319239,596,0.66,0.166,853,0,1
6011.8,319500,597,-0.456,0.0544,261,0,1
6029.5,320498,598,0.941,0.1941,998,0,1
6045.3,321386,599,0.728,0.1728,888,0,1
6063.0,322365,600,0.941,0.1941,979,0,1
6074.0,322959,601,0.153,0.1153,594,0,1
6084.3,323514,602,0.079,0.1079,555,0,1
6101.9,324493,603,0.941,0.1941,979,0,1
6119.6,325491,604,0.941,0.1941,998,0,1
6137.3,326470,605,0.941,0.1941,979,0,1
6155.0,327472,606,0.949,0.1949,1002,0,1
6172.7,328448,607,0.941,0.1941,976,0,1
6186.0,329178,608,0.418,0.1418,730,0,1
6203.7,330157,609,0.943,0.1943,979,0,1
6221.3,331155,610,0.941,0.1941,998,0,1
6239.0,332133,611,0.941,0.1941,978,0,1
6256.7,333131,612,0.941,0.1941,998,0,1
6262.4,333409,613,-0.46,0.054,278,0,1
6280.1,334387,614,0.941,0.1941,978,0,1
6297.8,335385,615,0.941,0.1941,998,0,1
6315.5,336362,616,0.941,0.1941,977,0,1
6333.2,337360,617,0.941,0.1941,998,0,1
6350.9,338338,618,0.941,0.1941,978,0,1
6368.6,339336,619,0.941,0.1941,998,0,1
6383.6,340154,620,0.63,0.163,818,0,1
6401.3,341155,621,0.947,0.1947,1001,0,1
6419.0,342133,622,0.941,0.1941,978,0,1
6427.8,342599,623,-0.094,0.0906,466,0,1
6445.5,343597,624,0.941,0.1941,998,0,1
6459.0,344321,625,0.443,0.1443,724,0,1
6476.7,345319,626,0.941,0.1941,998,0,1
6494.4,346298,627,0.941,0.1941,979,0,1
6512.0,347296,628,0.941,0.1941,998,0,1
6527.9,348163,629,0.728,0.1728,867,0,1
6545.6,349160,630,0.941,0.1941,997,0,1
6563.3,350158,631,0.941,0.1941,998,0,1
6579.9,351073,632,0.818,0.1818,915,0,1
6593.1,351803,633,0.419,0.1419,730,0,1
6610.8,352781,634,0.941,0.1941,978,0,1
6621.1,353336,635,0.079,0.1079,555,0,1
6638.8,354314,636,0.941,0.1941,978,0,1
6656.5,355312,637,0.941,0.1941,998,0,1
6674.2,356309,638,0.941,0.1941,997,0,1
6691.9,357288,639,0.941,0.1941,979,0,1
6705.1,358020,640,0.422,0.1422,732,0,1
6722.8,358997,641,0.941,0.1941,977,0,1
6731.6,359461,642,-0.099,0.0901,464,0,1
6749.5,360449,643,0.941,0.1941,988,0,1
6760.2,361038,644,0.144,0.1144,589,0,1
6776.8,361971,645,0.818,0.1818,933,0,1
6787.2,362509,646,0.085,0.1085,538,0,1
6804.9,363507,647,0.941,0.1941,998,0,1
6815.1,364056,648,0.067,0.1067,549,0,1
6820.9,364340,649,-0.449,0.0551,284,0,1
6838.6,365318,650,0.941,0.1941,978,0,1
6848.8,365867,651,0.067,0.1067,549,0,1
6866.5,366845,652,0.941,0.1941,978,0,1
6884.2,367843,653,0.941,0.1941,998,0,1
6893.0,368311,654,-0.091,0.0909,468,0,1
6908.9,369179,655,0.728,0.1728,868,0,1
6919.8,369768,656,0.144,0.1144,589,0,1
6936.5,370689,657,0.818,0.1818,921,0,1
6954.1,371687,658,0.941,0.1941,998,0,1
6971.8,372685,659,0.941,0.1941,998,0,1
6974.5,372764,660,-0.81,0.019,79,0,1
6992.1,373762,661,0.941,0.1941,998,0,1
6997.9,374047,662,-0.447,0.0553,285,0,1
7008.3,374604,663,0.083,0.1083,557,0,1
7026.0,375581,664,0.941,0.1941,977,0,1
7043.6,376579,665,0.941,0.1941,998,0,1
7049.4,376841,666,-0.452,0.0548,262,0,1
7063.2,377603,667,0.482,0.1482,762,0,1
7080.8,378601,668,0.941,0.1941,998,0,1
7087.0,378886,669,-0.407,0.0593,285,0,1
7104.7,379884,670,0.941,0.1941,998,0,1
7122.5,380892,671,0.96,0.196,1008,0,1
7140.2,381871,672,0.941,0.1941,979,0,1
7150.5,382426,673,0.079,0.1079,555,0,1
7168.2,383404,674,0.941,0.1941,978,0,1
7185.9,384402,675,0.941,0.1941,998,0,1
7203.6,385380,676,0.941,0.1941,978,0,1
7209.4,385665,677,-0.447,0.0553,285,0,1
7227.1,386663,678,0.941,0.1941,998,0,1
7244.8,387641,679,0.941,0.1941,978,0,1
7262.5,388639,680,0.941,0.1941,998,0,1
7275.7,389351,681,0.424,0.1424,712,0,1
7293.4,390349,682,0.941,0.1941,998,0,1
7307.2,391111,683,0.482,0.1482,762,0,1
7324.9,392089,684,0.941,0.1941,978,0,1
7335.2,392645,685,0.081,0.1081,556,0,1
7346.1,393217,686,0.144,0.1144,572,0,1
7361.9,394105,687,0.728,0.1728,888,0,1
7375.1,394835,688,0.418,0.1418,730,0,1
7392.8,395813,689,0.941,0.1941,978,0,1
7406.0,396543,690,0.418,0.1418,730,0,1
7423.7,397520,691,0.941,0.1941,977,0,1
7441.4,398518,692,0.941,0.1941,998,0,1
7457.3,399386,693,0.73,0.173,868,0,1
7475.0,400384,694,0.941,0.1941,998,0,1
7492.7,401382,695,0.941,0.1941,998,0,1
7510.4,402360,696,0.941,0.1941,978,0,1
7523.6,403091,697,0.42,0.142,731,0,1
7541.3,404069,698,0.941,0.1941,978,0,1
7552.1,404658,699,0.144,0.1144,589,0,1
7568.0,405526,700,0.73,0.173,868,0,1
7585.7,406524,701,0.941,0.1941,998,0,1
7598.9,407255,702,0.42,0.142,731,0,1
7605.2,407553,703,-0.407,0.0593,298,0,1
7617.6,408240,704,0.335,0.1335,687,0,1
7629.1,408869,705,0.223,0.1223,629,0,1
7642.7,409601,706,0.431,0.1431,732,0,1
7655.9,410342,707,0.439,0.1439,741,0,1
7666.7,410931,708,0.144,0.1144,589,0,1
7677.6,411520,709,0.144,0.1144,589,0,1
7689.3,412141,710,0.244,0.1244,621,0,1
7707.0,413139,711,0.941,0.1941,998,0,1
7724.7,414118,712,0.941,0.1941,979,0,1
7742.4,415116,713,0.941,0.1941,998,0,1
7760.1,416096,714,0.941,0.1941,980,0,1
7776.0,416986,715,0.731,0.1731,890,0,1
7793.7,417965,716,0.941,0.1941,979,0,1
7811.4,418963,717,0.941,0.1941,998,0,1
7827.4,419841,718,0.728,0.1728,878,0,1
7844.9,420838,719,0.941,0.1941,997,0,1
7862.6,421836,720,0.941,0.1941,998,0,1
7865.3,421914,721,-0.81,0.019,78,0,1
7882.9,422912,722,0.941,0.1941,998,0,1
7891.8,423380,723,-0.091,0.0909,468,0,1
7909.5,424359,724,0.941,0.1941,979,0,1
7927.2,425357,725,0.941,0.1941,998,0,1
7944.9,426335,726,0.941,0.1941,978,0,1
7962.5,427333,727,0.941,0.1941,998,0,1
7979.2,428245,728,0.818,0.1818,912,0,1
7996.9,429244,729,0.943,0.1943,999,0,1
8012.2,430081,730,0.66,0.166,837,0,1
8027.2,430919,731,0.63,0.163,838,0,1
8041.7,431732,732,0.581,0.1581,813,0,1
